,Eviction Address,Executed Date,Residential/Commercial,BOROUGH,Eviction Postcode,Latitude,Longitude,NTAName
1605,139-55 35TH AVE,2020-03-06,Residential,QUEENS,11354,40.765445,-73.827207,Flushing
1618,211 WEST 21ST STREET,2020-01-13,Residential,MANHATTAN,10011,40.743076,-73.997182,Hudson Yards-Chelsea-Flatiron-Union Square
1682,1426 VYSE AVENUE,2020-01-16,Residential,BRONX,10459,40.830936,-73.889425,Crotona Park East
1727,4114 VICTORY BLVD.,2020-01-02,Commercial,STATEN ISLAND,10314,40.591529,-74.190947,New Springville-Bloomfield-Travis
1733,1051 TRINITY AVENUE,2020-01-21,Residential,BRONX,10456,40.82641,-73.9045,Morrisania-Melrose
1736,2245 BARKER AVENUE,2020-01-31,Residential,BRONX,10467,40.858516,-73.86954,Bronxdale
1737,2245 BARKER AVENUE,2020-01-31,Residential,BRONX,10467,40.858516,-73.86954,Bronxdale
1775,460 CONVENT AVENUE,2020-01-21,Residential,MANHATTAN,10031,40.827902,-73.943787,Hamilton Heights
1824,132 WEST 129TH ST,2020-01-06,Residential,MANHATTAN,10027,40.810866,-73.944953,Central Harlem North-Polo Grounds
1835,833 LONGFELLOW AVE,2020-01-03,Residential,BRONX,10474,40.818057,-73.885509,Hunts Point
1869,1329 65TH STREET - 1ST FL,2020-02-21,Commercial,BROOKLYN,11219,40.625525,-74.000742,Dyker Heights
1906,176 EAST 176TH STREE T,2020-02-10,Residential,BRONX,10457,40.847659,-73.906776,Mount Hope
1908,67-50 B 188TH STREET    UNIT 1B,2020-03-06,Residential,QUEENS,11365,40.735787,-73.784301,Fresh Meadows-Utopia
1941,33 CENTRAL AVENUE,2020-02-20,Residential,STATEN ISLAND,10301,40.64095,-74.076785,West New Brighton-New Brighton-St. George
1956,1266 MORRIS AVENUE,2020-02-05,Residential,BRONX,10456,40.83489,-73.913129,East Concourse-Concourse Village
1960,235-15 BENTLEY ROAD,2020-01-10,Residential,QUEENS,11422,40.654285,-73.74748,Springfield Gardens South-Brookville
1986,3603 THIRD AVENUE,2020-02-19,Residential,BRONX,10456,40.83308,-73.904809,Claremont-Bathgate
1992,3044 KINGSBRIDGE AVE,2020-01-16,Residential,BRONX,10463,40.878987,-73.907343,Spuyten Duyvil-Kingsbridge
2041,83-39 116TH STREET,2020-01-06,Residential,QUEENS,11418,40.705487,-73.836001,Kew Gardens
2063,2095 GRAND CONCOURSE,2020-01-03,Residential,BRONX,10453,40.853858,-73.902469,Mount Hope
2073,70 LINDEN BOULEVARD,2020-03-10,Residential,BROOKLYN,11226,40.65229,-73.956328,Prospect Lefferts Gardens-Wingate
2082,246-03 JERICHO TPKE,2020-01-21,Residential,QUEENS,11426,40.725083,-73.721837,Bellerose
2098,529 WEST 29TH STREET,2020-03-02,Residential,MANHATTAN,10001,40.751966,-74.002642,Hudson Yards-Chelsea-Flatiron-Union Square
2100,9226 KAUFMAN PLACE - GROUND FL,2020-02-21,Residential,BROOKLYN,11236,40.634074,-73.895181,Canarsie
2103,812 MACE AVENUE,2020-03-02,Residential,BRONX,10467,40.863126,-73.863096,Bronxdale
2104,812 MACE AVENUE,2020-03-02,Residential,BRONX,10467,40.863126,-73.863096,Bronxdale
2138,375 MANOR ROAD,2020-01-08,Residential,STATEN ISLAND,10314,40.618542,-74.123468,Westerleigh
2148,418 BLAKE AVENUE,2020-01-21,Residential,BROOKLYN,11212,40.66644,-73.904153,Brownsville
2248,33-24 PARSONS BLVD,2020-01-29,Residential,QUEENS,11354,40.767754,-73.824136,Flushing
2292,200 WATER STREET,2020-02-19,Residential,MANHATTAN,10038,40.707317,-74.004271,Battery Park City-Lower Manhattan
2303,50-30 BROADWAY,2020-01-27,Residential,QUEENS,11377,40.754835,-73.910212,Astoria
2325,2345 CROTONA AVENUE,2020-03-10,Residential,BRONX,10458,40.853257,-73.88397,Belmont
2327,224 ATLANTIC AVENUE,2020-03-11,Residential,BROOKLYN,11201,40.689451,-73.991678,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
2338,235 SKILLMAN STREET,2020-01-27,Residential,BROOKLYN,11205,40.691329,-73.956451,Clinton Hill
2358,1667 POPHAM AVENUE,2020-03-05,Residential,BRONX,10453,40.849365,-73.920697,University Heights-Morris Heights
2396,256 60TH STREET - APT #3R,2020-01-21,Residential,BROOKLYN,11220,40.642752,-74.021599,Sunset Park West
2460,3873 ORLOFF AVENUE,2020-02-13,Commercial,BRONX,10463,40.884179,-73.896157,Van Cortlandt Village
2469,287 WEST 150 STREET,2020-02-05,Residential,MANHATTAN,10039,40.825657,-73.938755,Central Harlem North-Polo Grounds
2476,494 SOUTHERN BLVD,2020-01-27,Residential,BRONX,10455,40.811161,-73.90557,Mott Haven-Port Morris
2482,11-42 WELLING COURT,2020-01-08,Residential,QUEENS,11102,40.771417,-73.932523,Old Astoria
2500,711 EAST 228TH ST,2020-02-20,Residential,BRONX,10466,40.88973,-73.858658,Williamsbridge-Olinville
2503,350 EAST 137TH  STREET,2020-02-11,Residential,BRONX,10454,40.809233,-73.925318,Mott Haven-Port Morris
2510,609 E 40TH STREET,2020-03-13,Residential,BROOKLYN,11203,40.640583,-73.938867,East Flatbush-Farragut
2514,1711 FULTON STREET,2020-02-20,Residential,BROOKLYN,11233,40.679338,-73.930374,Crown Heights North
2523,1314 SENECA AVENUE,2020-02-25,Residential,BRONX,10474,40.81894,-73.886981,Hunts Point
2573,14 METROPOLITAN OVAL,2020-03-04,Residential,BRONX,10462,40.838289,-73.859143,Parkchester
2586,720 LENOX AVENUE,2020-01-21,Residential,MANHATTAN,10039,40.821198,-73.935663,Central Harlem North-Polo Grounds
2673,164 LINDEN BOULEVARD,2020-03-06,Residential,BROOKLYN,11226,40.652505,-73.952227,Prospect Lefferts Gardens-Wingate
2684,152 WEST 36TH STREET,2020-01-06,Commercial,MANHATTAN,10018,40.751806,-73.988588,Midtown-Midtown South
2703,101 DICTUM COURT,2020-02-14,Residential,BROOKLYN,11229,40.595251,-73.930537,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
2743,6301 23RD AVENUE,2020-03-11,Residential,BROOKLYN,11204,40.61357,-73.978072,Bensonhurst East
2751,4769 WHITE PLAINS RO AD,2020-01-07,Residential,BRONX,10470,40.90524,-73.849534,Woodlawn-Wakefield
2785,105 ASHFORD ST - ATTIC,2020-01-23,Residential,BROOKLYN,11207,40.680143,-73.886625,Cypress Hills-City Line
2817,283 ALBANY AVENUE A/ K/A 283-28 ALBANY AVENUE,2020-01-03,Residential,BROOKLYN,11213,40.670848,-73.939269,Crown Heights North
2869,280 FROST STREET,2020-02-27,Residential,BROOKLYN,11222,40.718728,-73.940271,East Williamsburg
2884,733 MADISON STREET,2020-03-13,Residential,BROOKLYN,11221,40.687373,-73.927603,Stuyvesant Heights
2911,1086 SOUTHERN BLVD,2020-03-04,Residential,BRONX,10459,40.825655,-73.891913,Hunts Point
2921,353 SOUTH 3RD STREET,2020-02-24,Residential,BROOKLYN,11211,40.709221,-73.953481,North Side-South Side
2923,4048 HARPER AVENUE,2020-01-08,Residential,BRONX,10469,40.891965,-73.832781,Eastchester-Edenwald-Baychester
2925,596 LINDEN BOULEVARD,2020-01-29,Residential,BROOKLYN,11203,40.653417,-73.936715,East Flatbush-Farragut
2943,1058 UNIVERSITY AVE,2020-02-18,Residential,BRONX,10452,40.834836,-73.930157,Highbridge
2987,57-59 GRANGER STREET,2020-03-09,Residential,QUEENS,11368,40.738918,-73.856304,Corona
3009,237-15 FAIRBURY AVENUE,2020-02-18,Residential,QUEENS,11426,40.724734,-73.730057,Bellerose
3035,108 WEST 139TH ST,2020-01-30,Residential,MANHATTAN,10030,40.816976,-73.939771,Central Harlem North-Polo Grounds
3072,253 5TH AVENUE  ##,2020-01-29,Commercial,MANHATTAN,10016,40.744843,-73.987167,Midtown-Midtown South
3077,957 EAST 224TH STREET,2020-01-08,Residential,BRONX,10466,40.8848,-73.853598,Williamsbridge-Olinville
3078,957 EAST 224TH STREET,2020-01-08,Residential,BRONX,10466,40.8848,-73.853598,Williamsbridge-Olinville
3120,109 RUSTIC PLACE,2020-01-09,Residential,STATEN ISLAND,10308,40.547068,-74.148285,Great Kills
3158,351 63RD STREET,2020-01-02,Residential,BROOKLYN,11220,40.639522,-74.02079,Sunset Park West
3161,873-875 BROOK AVENUE,2020-02-18,Residential,BRONX,10451,40.82269,-73.910507,Morrisania-Melrose
3186,860 RIVERSIDE DRIVE,2020-01-17,Residential,MANHATTAN,10032,40.83614,-73.946251,Washington Heights South
3223,464 58TH STREET,2020-01-29,Residential,BROOKLYN,11220,40.641142,-74.015847,Sunset Park West
3226,747 EAST 168TH STREE T,2020-02-20,Residential,BRONX,10456,40.829416,-73.901392,Morrisania-Melrose
3227,598 WEST 191ST STREET,2020-02-19,Residential,MANHATTAN,10040,40.855464,-73.928968,Washington Heights North
3294,23-94 MOTT AVENUE,2020-02-20,Residential,QUEENS,11691,40.607114,-73.762251,Far Rockaway-Bayswater
3315,1797 WESTCHESTER AVE,2020-02-11,Commercial,BRONX,10472,40.831826,-73.866557,West Farms-Bronx River
3340,2500 JOHNSON AVENUE,2020-01-13,Residential,BRONX,10463,40.877162,-73.917861,Spuyten Duyvil-Kingsbridge
3341,2500 JOHNSON AVENUE,2020-01-13,Residential,BRONX,10463,40.877162,-73.917861,Spuyten Duyvil-Kingsbridge
3378,6255 BROADWAY,2020-01-07,Residential,BRONX,10471,40.897985,-73.897018,North Riverdale-Fieldston-Riverdale
3381,951 HOE AVENUE,2020-01-14,Residential,BRONX,10459,40.822088,-73.89034,Hunts Point
3440,2197-2199 CRUGER AVE,2020-02-03,Residential,BRONX,10462,40.856265,-73.866649,Pelham Parkway
3470,388 EAST 2ND STREET,2020-03-11,Residential,BROOKLYN,11218,40.641808,-73.978063,Kensington-Ocean Parkway
3496,3971 GOUVERNEUR AVEN UE,2020-01-28,Residential,BRONX,10463,40.883538,-73.891851,Van Cortlandt Village
3510,105 EAST 168TH STREET,2020-01-13,Residential,BRONX,10452,40.836362,-73.918157,West Concourse
3515,183 STANHOPE STREET,2020-01-23,Residential,BROOKLYN,11237,40.699534,-73.921596,Bushwick North
3517,3569 BROADWAY,2020-02-10,Residential,MANHATTAN,10031,40.827325,-73.949807,Hamilton Heights
3524,345 EAST 94TH STREET,2020-01-24,Residential,MANHATTAN,10128,40.782486,-73.946934,Yorkville
3525,345 EAST 94TH STREET,2020-01-24,Residential,MANHATTAN,10128,40.782486,-73.946934,Yorkville
3528,281 ALEXANDER AVENUE,2020-01-30,Residential,BRONX,10454,40.810904,-73.924532,Mott Haven-Port Morris
3547,1343-45 PROSPECT AVENUE,2020-01-06,Residential,BRONX,10459,40.829714,-73.89746,Morrisania-Melrose
3548,1343-45 PROSPECT AVENUE,2020-01-06,Residential,BRONX,10459,40.829714,-73.89746,Morrisania-Melrose
3617,1563 VYSE AVE,2020-01-07,Residential,BRONX,10460,40.834376,-73.887403,Crotona Park East
3618,1605 HONE AVENUE,2020-03-10,Residential,BRONX,10461,40.845983,-73.852458,Van Nest-Morris Park-Westchester Square
3619,1605 HONE AVENUE,2020-03-10,Residential,BRONX,10461,40.845983,-73.852458,Van Nest-Morris Park-Westchester Square
3733,ONE CROSS ISLAND PLAZA SUITE 106,2020-01-14,Commercial,QUEENS,11422,40.673722,-73.732279,Rosedale
3750,961 LEXINGTON AVENUE   GROUND FL,2020-01-14,Commercial,MANHATTAN,10021,40.769016,-73.963219,Upper East Side-Carnegie Hill
3764,2475 SOUTHERN BLVD,2020-01-09,Residential,BRONX,10458,40.855263,-73.881139,Belmont
3782,592 EASTERN PARKWAY,2020-01-17,Residential,BROOKLYN,11225,40.669774,-73.948967,Crown Heights South
3835,96-10 57TH AVENUE,2020-01-10,Residential,QUEENS,11368,40.736982,-73.864614,Corona
3884,183 STANHOPE STREET,2020-01-23,Residential,BROOKLYN,11237,40.699534,-73.921596,Bushwick North
3944,602-618 OCEAN PKWY,2020-02-19,Residential,BROOKLYN,11218,40.633614,-73.972269,Kensington-Ocean Parkway
3968,760 ELDERT LANE,2020-03-03,Residential,BROOKLYN,11208,40.671675,-73.863381,East New York
3976,3448 WILSON AVENUE,2020-01-21,Residential,BRONX,10469,40.876145,-73.851165,Eastchester-Edenwald-Baychester
3979,2200 MORRIS AVENUE,2020-01-24,Residential,BRONX,10453,40.856367,-73.903008,Fordham South
3982,152-09 88TH AVENUE,2020-03-11,Residential,QUEENS,11432,40.706176,-73.804371,Briarwood-Jamaica Hills
3989,976 ANDERSON AVENUE,2020-02-24,Residential,BRONX,10452,40.831732,-73.927573,Highbridge
4005,117-14 UNION    TURN PIKE,2020-01-13,Residential,QUEENS,11415,40.711764,-73.835654,Kew Gardens
4010,1959 MCGRAW AVENUE,2020-01-08,Residential,BRONX,10462,40.834938,-73.858741,Parkchester
4041,32-48 108TH STREET,2020-03-11,Residential,QUEENS,11369,40.758909,-73.861206,East Elmhurst
4044,62-39 ALDERTON STREET,2020-03-05,Residential,QUEENS,11374,40.727341,-73.868047,Rego Park
4073,647 EAST 223RD ST,2020-03-10,Residential,BRONX,10466,40.886958,-73.862978,Williamsbridge-Olinville
4091,1886 WOODBINE ST,2020-02-21,Residential,QUEENS,11385,40.704023,-73.905249,Ridgewood
4096,383 E. 162ND STREET,2020-01-09,Residential,BRONX,10451,40.824952,-73.913944,East Concourse-Concourse Village
4098,1-29 BOGARDUS PLACE,2020-02-06,Residential,MANHATTAN,10040,40.858857,-73.929792,Washington Heights North
4198,15 WEST 139TH STREET,2020-03-05,Residential,MANHATTAN,10037,40.81559,-73.936373,Central Harlem North-Polo Grounds
4217,1078 EAST 84TH ST,2020-02-10,Residential,BROOKLYN,11236,40.63434,-73.90698,Canarsie
4256,23-94 MOTT AVENUE,2020-02-20,Residential,QUEENS,11691,40.607114,-73.762251,Far Rockaway-Bayswater
4274,47B MOULTRIE STREET A/K/A 202 MESEROLE AVENUE,2020-02-04,Commercial,BROOKLYN,11222,40.728434,-73.946508,Greenpoint
4329,3080 PARK AVENUE,2020-01-30,Residential,BRONX,10451,40.823067,-73.918817,Melrose South-Mott Haven North
4354,353 BEACH 70TH ST,2020-01-31,Residential,QUEENS,11692,40.591794,-73.798999,Hammels-Arverne-Edgemere
4357,1177 ANDERSON AVENUE,2020-02-21,Residential,BRONX,10452,40.836223,-73.924153,Highbridge
4363,105 BARUCH DRIVE,2020-02-18,Residential,MANHATTAN,10002,40.718697,-73.977475,Lower East Side
4373,1-11 MARBLE HILL AVENUE,2020-03-13,Residential,MANHATTAN,10463,40.874862,-73.910845,Marble Hill-Inwood
4374,1-11 MARBLE HILL AVENUE,2020-03-13,Residential,MANHATTAN,10463,40.874862,-73.910845,Marble Hill-Inwood
4397,410 GRAND STREET,2020-01-07,Residential,MANHATTAN,10002,40.715916,-73.98657,Lower East Side
4423,1849 SEDGWICK AVENUE,2020-02-11,Residential,BRONX,10453,40.853212,-73.918082,University Heights-Morris Heights
4426,1035 PRESIDENT ST,2020-02-07,Residential,BROOKLYN,11225,40.668588,-73.95701,Crown Heights South
4506,550 EAST 170TH ST,2020-03-10,Residential,BRONX,10456,40.834802,-73.90266,Claremont-Bathgate
4509,1493 SHORE PARKWAY,2020-02-24,Residential,BROOKLYN,11214,40.597767,-74.004436,Bath Beach
4515,2406 UNIVERSITY AVE,2020-01-02,Residential,BRONX,10468,40.863088,-73.904708,Kingsbridge Heights
4535,445 EAST 80TH STREET,2020-01-28,Residential,MANHATTAN,10075,40.772492,-73.95091,Yorkville
4550,2086 BRONX PARK EAST,2020-03-10,Residential,BRONX,10462,40.853169,-73.868972,Pelham Parkway
4560,2036 BATHGATE AVENUE,2020-03-03,Residential,BRONX,10457,40.849919,-73.895434,Claremont-Bathgate
4570,2541 7TH AVENUE,2020-03-02,Residential,MANHATTAN,10039,40.823024,-73.938049,Central Harlem North-Polo Grounds
4580,905 EAST 38TH STREET,2020-02-24,Residential,BROOKLYN,11210,40.633198,-73.939959,East Flatbush-Farragut
4606,679 WOODWARD AVENUE,2020-01-13,Residential,QUEENS,11385,40.705176,-73.906146,Ridgewood
4620,40 RICHMAN PLAZA,2020-01-02,Residential,BRONX,10453,40.852084,-73.922436,University Heights-Morris Heights
4639,53 HULL STREET,2020-03-02,Residential,BROOKLYN,11233,40.679048,-73.915228,Ocean Hill
4674,2900 WEST 8TH STREET,2020-01-10,Residential,BROOKLYN,11224,40.577717,-73.976403,West Brighton
4701,214 ROCKAWAY PARKWAY,2020-01-08,Residential,BROOKLYN,11212,40.661834,-73.920931,Brownsville
4708,2555 GRAND CONCOURSE,2020-01-23,Residential,BRONX,10468,40.863618,-73.896262,Bedford Park-Fordham North
4709,2555 GRAND CONCOURSE,2020-01-23,Residential,BRONX,10468,40.863618,-73.896262,Bedford Park-Fordham North
4713,16 E. 58TH STREET,2020-02-21,Residential,BROOKLYN,11203,40.655006,-73.92291,Rugby-Remsen Village
4741,1730 EAST 18TH STREET,2020-01-10,Residential,BROOKLYN,11229,40.607711,-73.955183,Madison
4744,137-06 GUY R. BREWER BLVD,2020-01-06,Residential,QUEENS,11434,40.671652,-73.774379,Springfield Gardens North
4767,901 EAST 106TH STREET,2020-01-08,Residential,BROOKLYN,11236,40.647736,-73.893707,Canarsie
4772,3756 NEPTUNE AVENUE,2020-01-07,Residential,BROOKLYN,11224,40.576739,-74.004503,Seagate-Coney Island
4774,124 EAST 176TH ST.,2020-01-03,Commercial,BRONX,10453,40.848108,-73.90906,Mount Hope
4813,715 EAST 32ND STREET,2020-01-06,Residential,BROOKLYN,11210,40.633533,-73.945795,Flatbush
4825,867 KNICKERBOCKER   AVENUE,2020-01-06,Residential,BROOKLYN,11207,40.691427,-73.905364,Bushwick North
4837,2828 WEST 28TH STREET,2020-02-13,Residential,BROOKLYN,11224,40.57703,-73.9946,Seagate-Coney Island
4846,1137 RALPH AVENUE,2020-02-13,Residential,BROOKLYN,11236,40.647615,-73.920237,Rugby-Remsen Village
4870,1221 VYSE AVENUE,2020-01-14,Residential,BRONX,10459,40.829018,-73.889942,Morrisania-Melrose
4901,170 HAWTHORNE STREET,2020-01-09,Residential,BROOKLYN,11225,40.657556,-73.954746,Prospect Lefferts Gardens-Wingate
4916,171A RIDGEWOOD AVE APT. 1,2020-02-10,Residential,BROOKLYN,11208,40.683171,-73.882384,Cypress Hills-City Line
4917,55 HOLLAND AVENUE,2020-02-11,Residential,STATEN ISLAND,10303,40.638993,-74.171244,Mariner's Harbor-Arlington-Port Ivory-Graniteville
