,Eviction Address,Executed Date,Residential/Commercial,BOROUGH,Eviction Postcode,Latitude,Longitude,NTAName
224,1989 PROSPECT AVENUE,2019-07-11,Residential,BRONX,10457,40.84492,-73.888553,East Tremont
233,640 BURKE AVENUE,2019-09-19,Residential,BRONX,10467,40.871483,-73.869645,Bronxdale
238,2419 HOFFMAN STREET,2019-07-25,Residential,BRONX,10458,40.856516,-73.888031,Belmont
258,1904 NOSTRAND AVE,2019-11-12,Residential,BROOKLYN,11226,40.639221,-73.948341,Erasmus
267,1783 UNION STREET,2019-09-12,Residential,BROOKLYN,11213,40.667768,-73.930076,Crown Heights North
271,1481 BRYANT AVENUE,2019-10-02,Residential,BRONX,10460,40.832271,-73.887634,Crotona Park East
293,1013 BROADWAY,2019-07-24,Residential,BROOKLYN,11221,40.695734,-73.933,Bushwick South
307,343 W 21ST STREET,2019-12-06,Residential,MANHATTAN,10011,40.744552,-74.000693,Hudson Yards-Chelsea-Flatiron-Union Square
310,266 67TH STREET,2019-10-23,Residential,BROOKLYN,11220,40.63817,-74.026054,Bay Ridge
339,2446 LYVERE STREET,2019-09-13,Residential,BRONX,10461,40.842477,-73.85227,Westchester-Unionport
347,1403 ROSEDALE AVENUE,2019-07-26,Residential,BRONX,10472,40.834937,-73.869966,West Farms-Bronx River
358,101 WOODRUFF AVENUE,2019-10-02,Residential,BROOKLYN,11226,40.653708,-73.96271,Flatbush
365,206A BEACH 32ND ST,2019-07-30,Residential,QUEENS,11691,40.594792,-73.764434,Hammels-Arverne-Edgemere
391,817 CHESTNUT STREET,2019-10-02,Residential,BRONX,10467,40.872717,-73.862288,Williamsbridge-Olinville
397,2284 STRAUSS STREET,2019-12-06,Residential,BROOKLYN,11212,40.657895,-73.913554,Brownsville
400,3 EAST 63RD STREET,2019-09-17,Residential,MANHATTAN,10021,40.766633,-73.970838,Upper East Side-Carnegie Hill
429,585 EAST 21ST STREET,2019-07-24,Residential,BROOKLYN,11226,40.639535,-73.957951,Flatbush
443,1576 UNIONPORT RD,2019-10-24,Residential,BRONX,10462,40.83966,-73.861879,Parkchester
458,725 AVENUE Y,2019-07-22,Residential,BROOKLYN,11235,40.58929,-73.962047,Brighton Beach
464,1060 WHEELER AVENUE,2019-11-22,Residential,BRONX,10472,40.824981,-73.879275,Soundview-Bruckner
466,721 TINTON AVENUE,2019-09-06,Residential,BRONX,10455,40.817161,-73.905077,Melrose South-Mott Haven North
478,231 WEST 39TH STREET  ROOMS 612-620,2019-09-23,Commercial,MANHATTAN,10018,40.754576,-73.989363,Midtown-Midtown South
490,24 GRANITE STREET,2019-11-04,Residential,BROOKLYN,11207,40.682434,-73.907887,Bushwick South
492,91-18 195TH STREET,2019-08-19,Residential,QUEENS,11423,40.712903,-73.765971,Hollis
515,4019 AVENUE K,2019-09-30,Residential,BROOKLYN,11210,40.625739,-73.937019,Flatlands
519,660 WEST 180TH ST AK A 4232-4238 BROADWAY,2019-09-10,Residential,MANHATTAN,10033,40.849298,-73.935853,Washington Heights South
524,266 BEDFORD PARK BLVD.,2019-09-18,Residential,BRONX,10458,40.8706,-73.886029,Bedford Park-Fordham North
526,100 DREISER LOOP,2019-09-19,Residential,BRONX,10475,40.878155,-73.82813,Co-op City
533,580 PARK AVENUE - UNIT 1B,2019-11-26,Residential,MANHATTAN,10065,40.765636,-73.967824,Upper East Side-Carnegie Hill
538,2715 THIRD AVENUE,2019-12-11,Residential,BRONX,10451,40.813759,-73.922058,Mott Haven-Port Morris
550,210 SHERMAN AVENUE,2019-11-04,Residential,MANHATTAN,10034,40.865482,-73.920876,Marble Hill-Inwood
560,471 EAST 45TH STREET,2019-09-16,Residential,BROOKLYN,11203,40.650254,-73.935057,East Flatbush-Farragut
563,145 CLINTON STREET,2019-12-06,Residential,MANHATTAN,10002,40.71661,-73.986375,Lower East Side
566,62-48 60TH PLACE,2019-10-07,Residential,QUEENS,11385,40.712404,-73.903582,Ridgewood
575,563A EAST TREMONT AVENUE,2019-11-12,Commercial,BRONX,10457,40.846509,-73.894814,East Tremont
576,563A EAST TREMONT AVENUE,2019-11-12,Commercial,BRONX,10457,40.846509,-73.894814,East Tremont
588,1205 AVE Y,2019-10-29,Residential,BROOKLYN,11235,40.589704,-73.958321,Homecrest
591,106-31 96TH STREET,2019-11-25,Residential,QUEENS,11417,40.680146,-73.84291,Ozone Park
624,32-53 74TH STREET,2019-10-02,Residential,QUEENS,11370,40.755794,-73.892975,Jackson Heights
628,739 EAST 89 STREET ROOM 1,2019-07-24,Residential,BROOKLYN,11236,40.640813,-73.907922,Canarsie
637,25-62 41ST STREET,2019-07-17,Residential,QUEENS,11103,40.767162,-73.911242,Astoria
638,620 LENOX AVENUE,2019-12-06,Residential,MANHATTAN,10037,40.817647,-73.938264,Central Harlem North-Polo Grounds
642,1475 GRAND CONCOURSE,2019-11-01,Residential,BRONX,10452,40.840464,-73.912872,West Concourse
658,2055 FULTON STREET,2019-09-25,Commercial,BROOKLYN,11221,40.678309,-73.911191,Ocean Hill
661,1704 MORRIS AVENUE,2019-10-15,Residential,BRONX,10457,40.844323,-73.909408,Mount Hope
684,2425 NOSTRAND AVENUE,2019-09-16,Residential,BROOKLYN,11210,40.625562,-73.946634,Flatlands
687,1721 AVENUE U,2019-09-09,Commercial,BROOKLYN,11229,40.599078,-73.954235,Madison
693,137 WEST 141ST STREE T,2019-08-29,Residential,MANHATTAN,10030,40.818268,-73.938939,Central Harlem North-Polo Grounds
706,340-348 EAST 105TH STREET,2019-11-06,Residential,MANHATTAN,10029,40.789367,-73.941573,East Harlem South
712,38-08 147TH STREET,2019-10-18,Residential,QUEENS,11354,40.763519,-73.819032,Murray Hill
716,8829 FT.HAMILTON PAR KWAY,2019-09-19,Residential,BROOKLYN,11209,40.619113,-74.025611,Bay Ridge
720,2320 GRAND CONCOURSE,2019-09-09,Residential,BRONX,10458,40.857973,-73.899618,Fordham South
722,2441 BARNES AVENUE,2019-08-15,Residential,BRONX,10467,40.862089,-73.863637,Bronxdale
726,1850 LAFAYETTE AVENU E,2019-09-19,Residential,BRONX,10473,40.821637,-73.861017,Soundview-Castle Hill-Clason Point-Harding Park
727,2310 7TH AVENUE AKA   ADAM CLAYTON POWEL,2019-12-03,Residential,MANHATTAN,10030,40.815671,-73.943446,Central Harlem North-Polo Grounds
728,260 SEAMAN AVENUE,2019-08-01,Residential,MANHATTAN,10034,40.871911,-73.917987,Marble Hill-Inwood
744,99 HEBERTON AVE.,2019-10-09,Residential,STATEN ISLAND,10302,40.637564,-74.130767,Port Richmond
758,7 NAVY PIER COURT,2019-11-25,Residential,STATEN ISLAND,10304,40.628828,-74.074387,Stapleton-Rosebank
765,6035 GROVE STREET,2019-08-19,Residential,QUEENS,11385,40.709937,-73.900985,Ridgewood
766,10 RICHMAN PLAZA,2019-07-09,Residential,BRONX,10453,40.851533,-73.922961,University Heights-Morris Heights
769,707 WEST 180TH STREET,2019-12-04,Residential,MANHATTAN,10033,40.849642,-73.936843,Washington Heights South
770,707 WEST 180TH STREET,2019-12-04,Residential,MANHATTAN,10033,40.849642,-73.936843,Washington Heights South
772,1401 ATLANTIC AVE,2019-10-02,Residential,BROOKLYN,11216,40.678129,-73.943437,Crown Heights North
775,419 EAST 92ND STREET,2019-07-15,Residential,BROOKLYN,11212,40.655781,-73.920725,Rugby-Remsen Village
782,518 WEST 159TH ST,2019-09-09,Residential,MANHATTAN,10032,40.834395,-73.941812,Washington Heights South
792,1857 GLEASON AVE.,2019-09-04,Residential,BRONX,10472,40.830285,-73.863348,Soundview-Bruckner
795,98 LEWIS AVENUE,2019-08-26,Residential,BROOKLYN,11206,40.694109,-73.937279,Stuyvesant Heights
803,190 WADSWORTH AVENUE,2019-10-17,Residential,MANHATTAN,10033,40.850812,-73.934264,Washington Heights North
838,180 EAST 163 STREET,2019-11-21,Residential,BRONX,10451,40.828272,-73.920754,East Concourse-Concourse Village
841,499 WEST 158TH STREET APT. 62,2019-07-19,Residential,MANHATTAN,10032,40.833437,-73.941433,Washington Heights South
862,1114 EAST 211TH STREET,2019-10-01,Residential,BRONX,10469,40.874536,-73.854633,Williamsbridge-Olinville
875,149-29 84TH STREET,2019-07-26,Residential,QUEENS,11414,40.669156,-73.851025,Lindenwood-Howard Beach
876,1830 FIRST AVENUE,2019-11-25,Residential,MANHATTAN,10128,40.782381,-73.945342,Yorkville
882,142-19 249TH STREET,2019-08-06,Residential,QUEENS,11422,40.661446,-73.735288,Rosedale
925,3442 DUNCOMB AVENUE,2019-08-27,Residential,BRONX,10467,40.876395,-73.869017,Williamsbridge-Olinville
936,980 SUTTER AVENUE,2019-11-20,Residential,BROOKLYN,11208,40.671246,-73.882527,East New York
937,147 W 230TH STREET,2019-08-20,Residential,BRONX,10463,40.876061,-73.903832,Van Cortlandt Village
949,94-09 199 STREET,2019-10-01,Residential,QUEENS,11433,40.713075,-73.759756,Hollis
970,246 MADISON STREET APT #4-A,2019-12-04,Residential,BROOKLYN,11216,40.6849,-73.948937,Bedford
983,92-16 34TH AVENUE,2019-09-11,Residential,QUEENS,11373,40.754728,-73.875493,Jackson Heights
984,1310 PENNSYLVANIA AVENUE,2019-07-29,Residential,BROOKLYN,11239,40.649,-73.88306,Starrett City
987,2264 MORRIS AVENUE,2019-09-18,Residential,BRONX,10453,40.857456,-73.902308,Fordham South
1010,95-20 222ND STREET,2019-09-27,Residential,QUEENS,11429,40.719903,-73.732133,Queens Village
1018,645 EAST 227TH STREET,2019-08-09,Residential,BRONX,10466,40.889921,-73.861847,Williamsbridge-Olinville
1020,1985 OCEAN AVENUE,2019-10-04,Residential,BROOKLYN,11230,40.613126,-73.954002,Midwood
1024,98-53 CORONA AVENUE,2019-07-10,Residential,QUEENS,11368,40.744864,-73.863566,Corona
1029,1435 HARROD AVENUE,2019-10-30,Residential,BRONX,10472,40.834605,-73.87487,West Farms-Bronx River
1046,236 MESEROLE STREET,2019-08-27,Residential,BROOKLYN,11206,40.708443,-73.939335,Bushwick South
1054,2721 BARKER AVENUE,2019-11-19,Residential,BRONX,10467,40.865751,-73.869146,Bronxdale
1064,95 NAVY WALK,2019-11-25,Residential,BROOKLYN,11201,40.695159,-73.980725,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
1066,769 ST. MARKS AVENUE,2019-12-04,Residential,BROOKLYN,11213,40.675029,-73.946598,Crown Heights North
1079,1001 WOODYCREST AVE,2019-09-26,Residential,BRONX,10452,40.832781,-73.927897,Highbridge
1099,4611 WHITE PLAINS ROAD,2019-11-01,Residential,BRONX,10470,40.902368,-73.851295,Woodlawn-Wakefield
1107,2946 BRIGHTON 4TH ST REET,2019-10-02,Residential,BROOKLYN,11235,40.579901,-73.964278,Brighton Beach
1115,77-11 35TH AVENUE,2019-08-29,Residential,QUEENS,11372,40.751328,-73.889124,Jackson Heights
1155,1273 WEBSTER AVENUE,2019-10-23,Residential,BRONX,10456,40.83378,-73.908794,East Concourse-Concourse Village
1162,109-16 ROCKAWAY BEACH BLVD.,2019-07-02,Residential,QUEENS,11694,40.581515,-73.831103,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
1166,1365 WEST 7TH STREET,2019-07-12,Residential,BROOKLYN,11204,40.612415,-73.981523,Bensonhurst East
1171,515 WILSON AVENUE,2019-09-11,Residential,BROOKLYN,11221,40.6922,-73.910758,Bushwick North
1183,137 WEST 144TH STREET,2019-11-19,Residential,MANHATTAN,10030,40.820491,-73.938417,Central Harlem North-Polo Grounds
1184,137 WEST 144TH STREET,2019-11-19,Residential,MANHATTAN,10030,40.820491,-73.938417,Central Harlem North-Polo Grounds
1187,566 GREENE AVENUE,2019-11-26,Residential,BROOKLYN,11216,40.688816,-73.947466,Bedford
1194,1150 TIFFANY STREET,2019-10-09,Residential,BRONX,10459,40.826978,-73.894971,Morrisania-Melrose
1198,3400 TRYON AVENUE,2019-10-24,Residential,BRONX,10467,40.879327,-73.877079,Norwood
1209,241 SCHENCK AVENUE,2019-11-20,Residential,BROOKLYN,11207,40.675045,-73.889024,East New York
1213,472 COLUMBUS AVENUE,2019-08-27,Residential,MANHATTAN,10024,40.784299,-73.973784,Upper West Side
1218,1141 FDR DR,2019-12-13,Residential,MANHATTAN,10009,40.725262,-73.972635,Lower East Side
1221,545 EAST 144TH STREET,2019-12-05,Residential,BRONX,10454,40.811262,-73.915623,Mott Haven-Port Morris
1224,2308 7TH AVE AKA ADAM CLAYTON POWELL,2019-10-07,Commercial,MANHATTAN,10030,40.815619,-73.943483,Central Harlem North-Polo Grounds
1229,2974 VALENTINE AVENUE,2019-10-07,Residential,BRONX,10458,40.871802,-73.886259,Bedford Park-Fordham North
1231,1155 PENNSYLVANIA AVENUE,2019-12-03,Residential,BROOKLYN,11239,40.651736,-73.885509,Starrett City
1234,510 WEST 21ST STREET,2019-11-08,Commercial,MANHATTAN,10011,40.746767,-74.005991,Hudson Yards-Chelsea-Flatiron-Union Square
1235,510 WEST 21ST STREET,2019-11-08,Commercial,MANHATTAN,10011,40.746767,-74.005991,Hudson Yards-Chelsea-Flatiron-Union Square
1255,1830 FIRST AVENUE,2019-07-15,Residential,MANHATTAN,10128,40.782381,-73.945342,Yorkville
1280,60-29 WOODHAVEN BLVD,2019-11-18,Residential,QUEENS,11373,40.731152,-73.87159,Rego Park
1290,83-46 118TH STREET,2019-12-10,Residential,QUEENS,11415,40.705971,-73.834514,Kew Gardens
1300,710 EAST 9TH STREET,2019-07-01,Residential,MANHATTAN,10009,40.725093,-73.977534,Lower East Side
1318,541 WEST 29TH STREET,2019-10-15,Commercial,MANHATTAN,10001,40.752059,-74.002862,Hudson Yards-Chelsea-Flatiron-Union Square
1319,185 HESTER STREET,2019-10-15,Residential,MANHATTAN,10013,40.718035,-73.997554,SoHo-TriBeCa-Civic Center-Little Italy
1336,1420 CLAY AVENUE,2019-08-19,Residential,BRONX,10456,40.837479,-73.907694,East Concourse-Concourse Village
1339,140-19 BEECH AVENUE,2019-12-18,Residential,QUEENS,11355,40.754641,-73.823009,Flushing
1342,36 BEDFORD PARK BLVD,2019-09-03,Residential,BRONX,10468,40.872625,-73.888477,Van Cortlandt Village
1343,2910 WALLACE AVENUE,2019-09-26,Residential,BRONX,10467,40.868207,-73.864362,Bronxdale
1352,1539 LEXINGTON AVE,2019-11-21,Residential,MANHATTAN,10029,40.78745,-73.949765,East Harlem South
1368,232-262 TAAFFE PLACE,2019-11-18,Residential,BROOKLYN,11205,40.691684,-73.959685,Clinton Hill
1382,2630 OCEAN AVENUE,2019-09-20,Residential,BROOKLYN,11229,40.597617,-73.951085,Madison
1397,1362 NEW YORK AVENUE,2019-07-17,Residential,BROOKLYN,11210,40.639717,-73.945484,East Flatbush-Farragut
1399,34-06 43RD STREET,2019-10-24,Residential,QUEENS,11101,40.755349,-73.918654,Astoria
1409,2253 3RD AVENUE,2019-08-05,Residential,MANHATTAN,10035,40.802079,-73.936989,East Harlem North
1417,4521 CLARENDON ROAD,2019-10-09,Residential,BROOKLYN,11203,40.64416,-73.934136,East Flatbush-Farragut
1442,4319 MATILDA AVENUE,2019-10-04,Residential,BRONX,10466,40.896904,-73.85776,Woodlawn-Wakefield
1449,1127 CALHOUN AVENUE,2019-09-16,Residential,BRONX,10465,40.832934,-73.830342,Schuylerville-Throgs Neck-Edgewater Park
1471,1307 LORING AVENUE,2019-10-17,Residential,BROOKLYN,11208,40.667705,-73.863018,East New York
1477,660 THWAITES PLACE,2019-07-24,Residential,BRONX,10467,40.858843,-73.869077,Bronxdale
1485,1776 BOSTON ROAD,2019-12-03,Residential,BRONX,10460,40.837938,-73.886812,Crotona Park East
1486,1253 FRANKLIN AVENUE,2019-12-17,Residential,BRONX,10456,40.830869,-73.902879,Morrisania-Melrose
1487,465 CHESTNUT STREET,2019-10-29,Residential,BROOKLYN,11208,40.675647,-73.873532,East New York
1489,965 TINTON AVENUE,2019-12-04,Residential,BRONX,10456,40.823357,-73.902882,Morrisania-Melrose
1490,965 TINTON AVENUE,2019-12-04,Residential,BRONX,10456,40.823357,-73.902882,Morrisania-Melrose
1497,1441 EDWARD L. GRANT HIGHWAY,2019-09-27,Residential,BRONX,10452,40.843189,-73.922963,Highbridge
1515,1786 BEDFORD AVENUE,2019-08-15,Residential,BROOKLYN,11225,40.662374,-73.957097,Prospect Lefferts Gardens-Wingate
1520,20 LAUREL HILL TERRACE,2019-07-31,Residential,MANHATTAN,10033,40.848693,-73.929354,Washington Heights North
1524,3110 BAINBRIDGE AVEN UE A/K/A 3106-3110 BAINBRIDGE AVENUE,2019-07-02,Residential,BRONX,10467,40.874059,-73.879287,Norwood
1541,63 NORTH 3RD STREET,2019-07-16,Residential,BROOKLYN,11249,40.717678,-73.963486,North Side-South Side
1547,233 IRVING AVENUE,2019-10-01,Residential,BROOKLYN,11237,40.700686,-73.917292,Bushwick North
1556,1634 CASTLETON AVE.,2019-08-12,Residential,STATEN ISLAND,10302,40.636103,-74.137959,Port Richmond
1557,362 89TH STREET,2019-12-13,Residential,BROOKLYN,11209,40.620976,-74.030312,Bay Ridge
1561,1966 70TH STREET,2019-10-02,Residential,BROOKLYN,11204,40.614181,-73.989652,Bensonhurst West
1562,144-29 181 STREET,2019-07-25,Residential,QUEENS,11413,40.666144,-73.763583,Springfield Gardens South-Brookville
1564,240 PARKHILL AVE.,2019-08-06,Residential,STATEN ISLAND,10304,40.612889,-74.082977,Grymes Hill-Clifton-Fox Hills
1575,600 EAST 18TH STREET,2019-08-05,Residential,BROOKLYN,11226,40.636248,-73.960587,Flatbush
1590,126-42 146TH STREET,2019-07-10,Residential,QUEENS,11435,40.673198,-73.791764,Baisley Park
1595,105-25 88TH STREET,2019-11-18,Residential,QUEENS,11417,40.679585,-73.850497,Ozone Park
1610,950 RUTLAND ROAD,2019-12-11,Residential,BROOKLYN,11212,40.661621,-73.927999,Rugby-Remsen Village
1614,3160 PARK AVE AKA 85 5 COURTLANDT AVE,2019-09-20,Residential,BRONX,10451,40.824474,-73.916625,Morrisania-Melrose
1661,500 EAST 165TH STREE T,2019-07-09,Residential,BRONX,10456,40.826743,-73.908543,Morrisania-Melrose
1671,1202 NOBLE AVENUE,2019-10-17,Residential,BRONX,10472,40.829689,-73.86973,Soundview-Bruckner
1686,187-09 LINDEN BOULEVARD,2019-10-07,Residential,QUEENS,11432,40.692036,-73.765129,St. Albans
1705,214 WEST 96TH STREET - APT 6H,2019-11-26,Residential,MANHATTAN,10025,40.794281,-73.970931,Upper West Side
1706,825 46TH STREET,2019-08-05,Residential,BROOKLYN,11220,40.642936,-74.000663,Sunset Park East
1707,20-53 SEAGIRT BOULEVARD,2019-07-12,Residential,QUEENS,11691,40.595231,-73.756449,Far Rockaway-Bayswater
1722,108-05 101 AVENUE,2019-07-25,Residential,QUEENS,11419,40.687357,-73.835159,Richmond Hill
1723,4247 WHITE PLAINS RO AD  ##,2019-08-13,Commercial,BRONX,10466,40.894641,-73.856701,Woodlawn-Wakefield
1725,765 EAST 165TH STREET,2019-10-28,Residential,BRONX,10456,40.824836,-73.902996,Morrisania-Melrose
1740,821 JENNINGS STREET,2019-10-31,Commercial,BRONX,10459,40.832166,-73.8948,Crotona Park East
1759,1195-1197 ANDERSON A VENUE,2019-11-07,Residential,BRONX,10452,40.837002,-73.923556,Highbridge
1765,37 NEW LOTS AVENUE,2019-12-04,Residential,BROOKLYN,11212,40.657061,-73.903817,Brownsville
1768,1403 OVERING STREET,2019-10-03,Residential,BRONX,10461,40.839486,-73.843809,Van Nest-Morris Park-Westchester Square
1774,595 TRINITY AVE,2019-08-13,Residential,BRONX,10455,40.81487,-73.909517,Melrose South-Mott Haven North
1784,245 EAST 180 STREET,2019-10-16,Residential,BRONX,10457,40.852954,-73.901155,Mount Hope
1793,90-36 149TH STREET,2019-07-03,Residential,QUEENS,11435,40.702613,-73.805864,Jamaica
1804,323 43RD STREET,2019-07-10,Residential,BROOKLYN,11232,40.65118,-74.009795,Sunset Park West
1816,180 BETHEL LOOP,2019-07-08,Residential,BROOKLYN,11239,40.651296,-73.882108,Starrett City
1820,185 PARK ROW,2019-08-21,Residential,MANHATTAN,10038,40.713141,-74.000115,Chinatown
1821,262 PULASKI AVENUE,2019-09-16,Residential,STATEN ISLAND,10303,40.632013,-74.14757,Mariner's Harbor-Arlington-Port Ivory-Graniteville
1825,1880 CARTER AVENUE A /K/A 1877 WEBSTER AVENUE,2019-09-19,Commercial,BRONX,10457,40.847347,-73.901879,Mount Hope
1832,112-23 204TH STREET,2019-08-21,Residential,QUEENS,11412,40.703224,-73.752123,St. Albans
1834,2304 DEAN STREET,2019-10-04,Residential,BROOKLYN,11233,40.674771,-73.911484,Ocean Hill
1845,947 BRUCKNER BLVD.,2019-08-13,Residential,BRONX,10459,40.819016,-73.891909,Hunts Point
1848,2686 BAILEY AVENUE,2019-07-24,Residential,BRONX,10463,40.871425,-73.906529,Kingsbridge Heights
1850,3970 THIRD AVENUE,2019-07-18,Residential,BRONX,10457,40.840747,-73.899322,Claremont-Bathgate
1852,115-93 217 STREET,2019-08-14,Residential,QUEENS,11411,40.698139,-73.741587,Cambria Heights
1855,405 WEST 49TH STREET,2019-09-06,Residential,MANHATTAN,10019,40.763079,-73.989914,Clinton
1858,2250 HAVILAND AVENUE,2019-08-02,Residential,BRONX,10462,40.830699,-73.84907,Westchester-Unionport
1884,118-120 ELIZABETH ST REET,2019-08-01,Residential,MANHATTAN,10013,40.71921,-73.995512,SoHo-TriBeCa-Civic Center-Little Italy
1887,2187 HOLLAND AVE.,2019-07-11,Residential,BRONX,10462,40.85602,-73.865713,Pelham Parkway
1894,1235 FULTON STREET,2019-09-18,Residential,BROOKLYN,11216,40.680568,-73.952337,Bedford
1901,2284 STRAUSS STREET,2019-10-04,Residential,BROOKLYN,11212,40.657895,-73.913554,Brownsville
1903,360 EAST 169TH STREET,2019-10-03,Residential,BRONX,10456,40.83452,-73.910636,East Concourse-Concourse Village
1910,2124 ELLIS AVENUE,2019-07-19,Residential,BRONX,10462,40.832362,-73.853279,Westchester-Unionport
1913,87 WOODRUFF AVENUE,2019-09-09,Residential,BROOKLYN,11226,40.653579,-73.963038,Flatbush
1943,507 EAST 161 STREET,2019-07-16,Residential,BRONX,10451,40.823066,-73.910004,Morrisania-Melrose
1967,335 SUTTER AVENUE,2019-11-19,Residential,BROOKLYN,11212,40.66759,-73.90719,Brownsville
1983,2920 WEST 21ST STREET,2019-08-02,Residential,BROOKLYN,11224,40.575781,-73.987872,Seagate-Coney Island
2000,815 DEAN AVENUE,2019-10-21,Residential,BRONX,10465,40.832108,-73.81611,Schuylerville-Throgs Neck-Edgewater Park
2006,9202 AVENUE K,2019-07-16,Residential,BROOKLYN,11236,40.637971,-73.900713,Canarsie
2027,1665 BROOKLYN AVE,2019-07-22,Residential,BROOKLYN,11210,40.632653,-73.941815,East Flatbush-Farragut
2029,86-18 102ND STREET,2019-08-12,Residential,QUEENS,11418,40.69576,-73.845672,Richmond Hill
2043,873 EAST 228TH STREET,2019-12-03,Residential,BRONX,10466,40.888407,-73.854501,Williamsbridge-Olinville
2044,873 EAST 228TH STREET,2019-12-03,Residential,BRONX,10466,40.888407,-73.854501,Williamsbridge-Olinville
2056,2800 SEDGWICK AVENUE,2019-09-25,Residential,BRONX,10468,40.871918,-73.902287,Van Cortlandt Village
2070,1923 WEST 10TH STREE T,2019-08-20,Residential,BROOKLYN,11223,40.600003,-73.982016,Bensonhurst East
2074,150 EAST 182ND ST,2019-09-25,Residential,BRONX,10453,40.856339,-73.901649,Fordham South
2097,45 ABERDEEN STREET,2019-09-23,Residential,BROOKLYN,11207,40.681955,-73.906063,Bushwick South
2118,2997 THIRD AVENUE,2019-07-23,Commercial,BRONX,10455,40.819111,-73.913908,Melrose South-Mott Haven North
2125,1743 EDENWALD AVENUE,2019-11-14,Residential,BRONX,10466,40.891533,-73.849905,Woodlawn-Wakefield
