,Eviction Address,Executed Date,Residential/Commercial,BOROUGH,Eviction Postcode,Latitude,Longitude,NTAName
341,144 EAST 93RD STREET,2017-11-03,Residential,BROOKLYN,11212,40.66159,-73.925999,Rugby-Remsen Village
348,141-59 85TH ROAD,2017-09-20,Residential,QUEENS,11435,40.709614,-73.814803,Briarwood-Jamaica Hills
362,2126 TIEBOUT AVE,2017-12-15,Residential,BRONX,10457,40.853281,-73.898595,Mount Hope
364,1704 RADCLIFF AVENUE,2017-12-11,Residential,BRONX,10462,40.84666,-73.856237,Van Nest-Morris Park-Westchester Square
369,139-15 83RD AVENUE,2017-10-12,Residential,QUEENS,11435,40.712953,-73.819606,Briarwood-Jamaica Hills
371,107-02 MERRICK BLVD,2017-10-10,Residential,QUEENS,11433,40.699926,-73.788619,South Jamaica
386,15 WINDEMERE AVENUE,2017-12-12,Residential,STATEN ISLAND,10306,40.564154,-74.128679,Oakwood-Oakwood Beach
388,65-44 SAUNDERS ST,2017-09-29,Residential,QUEENS,11374,40.727527,-73.858017,Forest Hills
393,618 WEST 177 ST,2017-11-03,Residential,MANHATTAN,10033,40.846979,-73.936242,Washington Heights South
401,889 GLENMORE AVENUE,2017-08-08,Residential,BROOKLYN,11208,40.675977,-73.877122,East New York
402,491 SHEFFIELD AVENUE,2017-12-14,Residential,BROOKLYN,11207,40.664986,-73.8951,East New York (Pennsylvania Ave)
411,20-26 SEAGIRT BOULEVARD,2017-09-12,Residential,QUEENS,11691,40.59519,-73.755319,Far Rockaway-Bayswater
447,764 EAST 229TH STREET,2017-12-12,Residential,BRONX,10466,40.890066,-73.857167,Williamsbridge-Olinville
448,108 RALPH AVENUE,2017-11-20,Residential,BROOKLYN,11221,40.686184,-73.923375,Stuyvesant Heights
457,40-06 10TH STREET,2017-11-24,Residential,QUEENS,11101,40.756789,-73.944431,Queensbridge-Ravenswood-Long Island City
463,2466 BATCHELDER ST,2017-07-20,Residential,BROOKLYN,11235,40.592494,-73.937475,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
468,146 BEACH 59 STREET,2017-10-02,Residential,QUEENS,11692,40.59042,-73.788731,Hammels-Arverne-Edgemere
486,340 ST JOHNS PLACE,2017-10-16,Residential,BROOKLYN,11238,40.674226,-73.966001,Prospect Heights
487,650 EAST 229TH ST,2017-12-05,Residential,BRONX,10466,40.891226,-73.860806,Williamsbridge-Olinville
494,337 WEST 21ST ST,2017-11-21,Residential,MANHATTAN,10011,40.744503,-74.00057,Hudson Yards-Chelsea-Flatiron-Union Square
497,555 WEST 151ST STREET A/K/A 3660 BROADWAY,2017-07-26,Residential,MANHATTAN,10031,40.829648,-73.9463,Hamilton Heights
503,689 EAST 233 STREET,2017-07-05,Residential,BRONX,10466,40.89366,-73.858175,Williamsbridge-Olinville
512,243 HANCOCK STREET,2017-08-16,Residential,BROOKLYN,11216,40.682997,-73.946079,Bedford
530,1151 EAST 229TH  STREET,2017-12-06,Residential,BRONX,10466,40.886169,-73.845052,Eastchester-Edenwald-Baychester
535,23-03 28TH STREET,2017-09-06,Residential,QUEENS,11105,40.775202,-73.914958,Steinway
539,353 WEST 117TH ST.,2017-08-08,Residential,MANHATTAN,10026,40.805807,-73.956542,Central Harlem South
551,233 SANDS STREET,2017-10-10,Residential,BROOKLYN,11201,40.699726,-73.980998,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
554,81 HULL STREET,2017-09-27,Residential,BROOKLYN,11233,40.679146,-73.914374,Ocean Hill
557,249 WALLABOUT STREET,2017-08-08,Residential,BROOKLYN,11206,40.70113,-73.94948,Bedford
562,37-51 79TH ST,2017-12-14,Residential,QUEENS,11372,40.749103,-73.887024,Jackson Heights
564,331 EAST 132ND ST,2017-07-28,Residential,BRONX,10454,40.806023,-73.927612,Mott Haven-Port Morris
581,403 CATON AVENUE,2017-11-14,Residential,BROOKLYN,11218,40.647652,-73.977113,Windsor Terrace
597,540 86TH STREET,2017-10-11,Commercial,BROOKLYN,11209,40.620744,-74.024995,Bay Ridge
609,276 MACDOUGAL STREET,2017-10-13,Residential,BROOKLYN,11233,40.68044,-73.909472,Ocean Hill
615,702 ROCKAWAY AVENUE,2017-08-10,Residential,BROOKLYN,11212,40.662769,-73.908984,Brownsville
621,15-12 123RD STREET,2017-09-01,Residential,QUEENS,11356,40.784175,-73.844889,College Point
626,936 REV JAMES POLITE  AVENUE,2017-10-19,Residential,BRONX,10459,40.82158,-73.898929,Longwood
635,109-06 CORONA AVENUE,2017-08-15,Residential,QUEENS,11368,40.742181,-73.85377,Corona
643,1698 PACIFIC STREET,2017-12-15,Residential,BROOKLYN,11213,40.676685,-73.932168,Crown Heights North
644,33-09 CRESCENT STREET,2017-11-01,Residential,QUEENS,11106,40.762602,-73.929207,Astoria
647,439 RICHARD AVE.,2017-08-24,Residential,STATEN ISLAND,10309,40.50753,-74.223762,Charleston-Richmond Valley-Tottenville
648,105 CASSIDY PLACE,2017-11-01,Residential,STATEN ISLAND,10301,40.642007,-74.095412,West New Brighton-New Brighton-St. George
654,62 WEST 107TH STREET,2017-10-20,Residential,MANHATTAN,10025,40.799564,-73.96157,Morningside Heights
657,950 UNDERHILL AVENUE,2017-07-24,Residential,BRONX,10473,40.824694,-73.860859,Soundview-Castle Hill-Clason Point-Harding Park
670,2955 EAST 196TH ST.,2017-08-15,Residential,BRONX,10461,40.854202,-73.829612,Pelham Bay-Country Club-City Island
675,1514 SEDGWICK AVENUE,2017-07-13,Residential,BRONX,10453,40.846731,-73.924961,University Heights-Morris Heights
677,552 LINCOLN PLACE,2017-08-11,Residential,BROOKLYN,11238,40.671633,-73.958158,Crown Heights North
703,530 EAST 169TH ST.,2017-08-07,Residential,BRONX,10456,40.832613,-73.904676,Claremont-Bathgate
705,3136 PERRY AVENUE,2017-08-17,Residential,BRONX,10467,40.873454,-73.878182,Norwood
713,859 FLATBUSH AVENUE 3RD FLOOR,2017-08-18,Commercial,BROOKLYN,11226,40.651399,-73.95896,Prospect Lefferts Gardens-Wingate
737,149 BRAISTED AVENUE,2017-09-13,Residential,STATEN ISLAND,10314,40.590127,-74.153976,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
742,133-50 ROOSEVELT AVE,2017-09-21,Residential,QUEENS,11354,40.758753,-73.832466,Flushing
753,4254 CARPENTER AVE,2017-11-17,Residential,BRONX,10466,40.895972,-73.859332,Woodlawn-Wakefield
764,1114 63RD STREET,2017-12-05,Residential,BROOKLYN,11219,40.629467,-74.004175,Dyker Heights
783,2418 OLINVILLE AVE,2017-09-11,Residential,BRONX,10467,40.861886,-73.868471,Bronxdale
799,88-09 148TH STREET,2017-09-19,Residential,QUEENS,11435,40.704964,-73.807953,Jamaica
805,36 PAERDEGAT 3RD ST,2017-07-24,Residential,BROOKLYN,11236,40.63201,-73.9109,Canarsie
808,1055 SHERMAN AVENUE,2017-08-01,Residential,BRONX,10456,40.83026,-73.917973,East Concourse-Concourse Village
810,64-05 B 186TH LANE   UNIT 3B,2017-09-25,Residential,QUEENS,11365,40.738482,-73.787085,Fresh Meadows-Utopia
815,469A EAST 155TH ST A /K/A 3021 3RD AVENUE,2017-12-19,Commercial,BRONX,10455,40.819641,-73.913842,Melrose South-Mott Haven North
816,1510 NEW YORK AVENUE,2017-08-04,Residential,BROOKLYN,11210,40.63578,-73.945062,Flatbush
817,1244 GRAND CONCOURSE,2017-08-24,Residential,BRONX,10456,40.835452,-73.916771,East Concourse-Concourse Village
819,903 DREW STREET,2017-10-26,Residential,BROOKLYN,11208,40.666988,-73.860247,East New York
820,2750 EAST 12TH  STREET,2017-08-08,Residential,BROOKLYN,11235,40.584126,-73.957424,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
827,1490 BOSTON ROAD,2017-09-05,Residential,BRONX,10460,40.83457,-73.894461,Crotona Park East
835,405 78TH STREET,2017-09-22,Residential,BROOKLYN,11209,40.628405,-74.025521,Bay Ridge
837,443 WESTERVELT AVENU,2017-07-26,Residential,STATEN ISLAND,10301,40.637406,-74.082027,West New Brighton-New Brighton-St. George
851,41-48 PARSONS BLVD.,2017-10-19,Residential,QUEENS,11355,40.759325,-73.821004,Flushing
852,18-35 CORPORAL KENNEDY STREET,2017-07-07,Residential,QUEENS,11360,40.780921,-73.784148,Ft. Totten-Bay Terrace-Clearview
857,1988 NEWBOLD AVENUE,2017-08-15,Residential,BRONX,10472,40.832358,-73.858906,Soundview-Bruckner
884,1551 UNIVERSITY AVEN UE,2017-12-13,Residential,BRONX,10453,40.846089,-73.921695,University Heights-Morris Heights
888,260 WEST 99TH STREET,2017-10-13,Residential,MANHATTAN,10025,40.796855,-73.971016,Upper West Side
891,554 WEST 53RD STREET,2017-09-28,Residential,MANHATTAN,10019,40.767347,-73.992307,Clinton
894,77-41 147TH STREET,2017-08-09,Residential,QUEENS,11367,40.721068,-73.816586,Kew Gardens Hills
896,237-12 92ND ROAD,2017-09-05,Residential,QUEENS,11426,40.726746,-73.730973,Bellerose
915,2260 UNIVERSITY AVE.,2017-08-30,Residential,BRONX,10468,40.860224,-73.907207,Kingsbridge Heights
920,670 EAST 225TH STREET,2017-11-22,Residential,BRONX,10466,40.888158,-73.861594,Williamsbridge-Olinville
921,3463 THIRD AVENUE,2017-11-29,Residential,BRONX,10456,40.829837,-73.906407,Claremont-Bathgate
927,709-715 FAIRMOUNT PLACE,2017-09-18,Residential,BRONX,10457,40.844174,-73.89167,East Tremont
933,115 WEST 57TH STREET,2017-08-01,Residential,MANHATTAN,10019,40.764609,-73.977857,Midtown-Midtown South
935,43-20 UNION STREET,2017-08-28,Residential,QUEENS,11355,40.754342,-73.821367,Flushing
939,1304 AVENUE V,2017-10-06,Residential,BROOKLYN,11229,40.596522,-73.957672,Homecrest
942,3657 BROADWAY,2017-10-11,Residential,MANHATTAN,10031,40.830072,-73.947807,Hamilton Heights
954,574 LELAND AVENUE,2017-07-11,Residential,BRONX,10473,40.81678,-73.859979,Soundview-Castle Hill-Clason Point-Harding Park
956,123 E 83RD STREET,2017-12-19,Residential,MANHATTAN,10028,40.777786,-73.95756,Upper East Side-Carnegie Hill
963,336 WEST 95TH STREET,2017-11-27,Residential,MANHATTAN,10025,40.794959,-73.974614,Upper West Side
978,1630 MACOMBS ROAD,2017-10-02,Residential,BRONX,10453,40.846851,-73.916583,University Heights-Morris Heights
992,801 NEILL AVENUE,2017-08-28,Residential,BRONX,10462,40.850342,-73.864431,Pelham Parkway
996,912 COURTLANDT AVE,2017-12-13,Residential,BRONX,10451,40.825304,-73.914572,East Concourse-Concourse Village
998,765 LINCOLN AVENUE,2017-08-22,Residential,BROOKLYN,11208,40.670118,-73.865814,East New York
999,37-52 80TH ST,2017-07-26,Residential,QUEENS,11372,40.749198,-73.886114,Jackson Heights
1007,238 EAST 26TH STREET,2017-11-03,Residential,BROOKLYN,11226,40.643933,-73.95273,Erasmus
1023,183 EAST 98TH STREET,2017-09-22,Residential,MANHATTAN,10029,40.786667,-73.948837,East Harlem South
1032,517 MILFORD STREET,2017-10-05,Residential,BROOKLYN,11208,40.666499,-73.873884,East New York
1047,90-14 102ND STREET,2017-08-25,Residential,QUEENS,11418,40.692277,-73.844003,Richmond Hill
1051,1491 MACOMBS ROAD,2017-11-02,Residential,BRONX,10452,40.843413,-73.917708,Highbridge
1059,556 THOMAS BOYLAND S TREET,2017-12-06,Residential,BROOKLYN,11212,40.667397,-73.913087,Brownsville
1086,2188 CRESTON AVENUE,2017-12-08,Residential,BRONX,10453,40.855563,-73.902376,Fordham South
1087,3038 BRIGHTON 12TH STREET,2017-09-13,Residential,BROOKLYN,11235,40.579199,-73.957157,Brighton Beach
1100,546 CROWN STREET,2017-10-24,Residential,BROOKLYN,11213,40.665729,-73.940676,Crown Heights South
1108,3716 WHITE PLAINS ROAD,2017-07-06,Commercial,BRONX,10466,40.881886,-73.863733,Williamsbridge-Olinville
1110,600 ACADEMY STREET,2017-11-20,Residential,MANHATTAN,10034,40.864543,-73.923867,Marble Hill-Inwood
1113,825 GERARD AVENUE,2017-11-14,Residential,BRONX,10451,40.825866,-73.925913,West Concourse
1114,20-49 SEAGIRT BOULEVARD,2017-11-06,Residential,QUEENS,11691,40.595225,-73.756377,Far Rockaway-Bayswater
1120,141 FRANKLIN AVENUE AKA 645 MYRTLE AVENU,2017-09-28,Commercial,BROOKLYN,11205,40.694843,-73.958078,Bedford
1132,3525 PERRY AVENUE,2017-08-21,Residential,BRONX,10467,40.879373,-73.874294,Norwood
1141,89 METROPOLITAN OVAL,2017-12-06,Residential,BRONX,10462,40.838327,-73.860639,Parkchester
1143,1111 LAFAYETTE AVENU E,2017-07-28,Residential,BROOKLYN,11221,40.692724,-73.92671,Bushwick South
1145,700 OAKLAND PLACE,2017-07-26,Residential,BRONX,10457,40.8473,-73.889319,East Tremont
1149,1401 NEW YORK AVENUE,2017-08-04,Residential,BROOKLYN,11210,40.638435,-73.945326,East Flatbush-Farragut
1151,500 WEST 165TH ST,2017-09-05,Residential,MANHATTAN,10032,40.83803,-73.938747,Washington Heights South
1160,50 NORWOOD AVENUE,2017-08-10,Residential,BROOKLYN,11208,40.684846,-73.879929,Cypress Hills-City Line
1177,415 EAST 157TH ST.,2017-08-02,Residential,BRONX,10451,40.821472,-73.914512,Melrose South-Mott Haven North
1181,299 ST.MARKS PLACE,2017-11-28,Residential,STATEN ISLAND,10301,40.642599,-74.078557,West New Brighton-New Brighton-St. George
1185,431 WEST 37TH STREET,2017-10-18,Residential,MANHATTAN,10018,40.755951,-73.996463,Hudson Yards-Chelsea-Flatiron-Union Square
1189,1468 HOE AVENUE,2017-07-18,Residential,BRONX,10460,40.832493,-73.889538,Crotona Park East
1204,1344 CLINTON AVENUE,2017-08-07,Residential,BRONX,10456,40.83242,-73.899971,Morrisania-Melrose
1215,1100 FRANKLIN AVENUE,2017-12-12,Residential,BRONX,10456,40.82782,-73.906298,Morrisania-Melrose
1220,94-01 ROOSEVELT AVE  AKA 37-55 94TH ST,2017-09-18,Commercial,QUEENS,11372,40.748827,-73.872714,Jackson Heights
1222,188 BEACH 123RD STRE ET,2017-11-13,Residential,QUEENS,11694,40.577348,-73.842745,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
1223,4646 PARK AVENUE,2017-10-24,Residential,BRONX,10458,40.857527,-73.892649,Claremont-Bathgate
1226,3152 BRIGHTON 6TH STREET,2017-10-06,Residential,BROOKLYN,11235,40.575728,-73.961137,Brighton Beach
1227,562 MORRIS AVENUE,2017-11-14,Residential,BRONX,10451,40.817945,-73.922494,Melrose South-Mott Haven North
1230,164-06 SOUTH ROAD,2017-10-27,Residential,QUEENS,11433,40.700364,-73.792678,South Jamaica
1238,1370 FIFTH AVENUE,2017-11-02,Residential,MANHATTAN,10026,40.798925,-73.947744,Central Harlem South
1244,3911 13TH AVENUE,2017-08-18,Commercial,BROOKLYN,11218,40.640497,-73.986412,Borough Park
1247,922 EAST 169TH ST,2017-12-14,Residential,BRONX,10459,40.82748,-73.894125,Morrisania-Melrose
1248,2265 BASSFORD AVENUE UNIT 3,2017-10-24,Residential,BRONX,10457,40.854509,-73.892925,Claremont-Bathgate
1256,125 CRYSTAL STREET,2017-12-12,Residential,BROOKLYN,11208,40.675708,-73.874501,East New York
1263,156-26 NORTHERN BLVD,2017-10-27,Commercial,QUEENS,11354,40.763972,-73.808837,Murray Hill
1296,104-18 164TH STREET,2017-11-27,Residential,QUEENS,11433,40.699878,-73.792604,South Jamaica
1299,1178 VYSE AVENUE,2017-08-10,Residential,BRONX,10459,40.827981,-73.88994,Morrisania-Melrose
1317,1655 UNDERCLIFF AVEN UE,2017-10-23,Residential,BRONX,10453,40.849424,-73.921759,University Heights-Morris Heights
1325,21 EAST 21ST STREET,2017-11-01,Residential,BROOKLYN,11226,40.653812,-73.960648,Flatbush
1333,34 MOTT STREET APT 19,2017-07-03,Residential,MANHATTAN,10013,40.714807,-73.998828,Chinatown
1334,1162 SHERIDAN AVE,2017-11-01,Residential,BRONX,10456,40.832985,-73.917377,East Concourse-Concourse Village
1335,715 WEST 180TH STREE T,2017-12-05,Residential,MANHATTAN,10033,40.849669,-73.936984,Washington Heights South
1356,376 EAST 205TH STREET,2017-10-04,Residential,BRONX,10467,40.873185,-73.875434,Norwood
1360,122 CRYSTAL STREET,2017-12-07,Residential,BROOKLYN,11208,40.675783,-73.874545,East New York
1362,87-86 LITTLE NECK PARKWAY,2017-08-28,Residential,QUEENS,11001,40.72839,-73.710596,Bellerose
1365,165-11 108TH AVENUE,2017-12-01,Residential,QUEENS,11433,40.697536,-73.78898,South Jamaica
1367,3 PETER COOPER ROAD,2017-11-09,Residential,MANHATTAN,10010,40.734916,-73.977253,Stuyvesant Town-Cooper Village
1371,281 EAST 205TH STREET,2017-11-16,Residential,BRONX,10467,40.874138,-73.878705,Norwood
1372,559 BEACH 72 STREET,2017-08-04,Residential,QUEENS,11692,40.596223,-73.801028,Hammels-Arverne-Edgemere
1373,131-30 135 STREET,2017-10-05,Residential,QUEENS,11420,40.670232,-73.803583,South Ozone Park
1378,31 WEST 75TH STREET,2017-11-06,Residential,MANHATTAN,10023,40.778609,-73.975563,Upper West Side
1404,112-11 159TH STREET,2017-10-23,Commercial,QUEENS,11433,40.68883,-73.789249,South Jamaica
1415,116 VAN SICLEN AVENU,2017-09-05,Residential,BROOKLYN,11207,40.677466,-73.89154,East New York
1416,3433 THIRD AVENUE,2017-11-03,Commercial,BRONX,10456,40.828962,-73.906773,Morrisania-Melrose
1427,333 E 148TH STREET,2017-09-06,Residential,BRONX,10451,40.816064,-73.920603,Melrose South-Mott Haven North
1431,172-40 133RD AVENUE,2017-07-14,Residential,QUEENS,11434,40.676016,-73.768707,Springfield Gardens North
1439,1455 SHERIDAN AVE,2017-07-26,Residential,BRONX,10457,40.839777,-73.91193,East Concourse-Concourse Village
1446,1178 WASHINGTON AVENUE,2017-12-13,Residential,BRONX,10456,40.830469,-73.907342,Claremont-Bathgate
1458,1229 CLAY AVENUE,2017-12-15,Residential,BRONX,10456,40.832692,-73.910457,East Concourse-Concourse Village
1480,140-09 JEWEL AVENUE,2017-09-15,Residential,QUEENS,11367,40.729543,-73.825165,Kew Gardens Hills
1512,1139 VYSE AVENUE,2017-11-14,Residential,BRONX,10459,40.827402,-73.889977,Morrisania-Melrose
1517,190-25 WOODHULL AVE,2017-08-14,Residential,QUEENS,11423,40.710444,-73.768631,Hollis
1525,937 EAST 172ND ST.,2017-07-06,Residential,BRONX,10460,40.833818,-73.889009,Crotona Park East
1529,150-33 108TH AVENUE,2017-12-04,Residential,QUEENS,11434,40.693003,-73.799037,South Jamaica
1531,11 EAST 109TH STREET,2017-10-24,Residential,MANHATTAN,10029,40.79587,-73.948848,East Harlem South
1536,400 COZINE AVENUE,2017-10-17,Commercial,BROOKLYN,11207,40.658252,-73.877753,East New York
1542,3063 HULL AVENUE,2017-11-08,Residential,BRONX,10467,40.871778,-73.879338,Norwood
1558,520 WEST 17TH STREET,2017-09-25,Commercial,MANHATTAN,10011,40.744278,-74.00734,Hudson Yards-Chelsea-Flatiron-Union Square
1587,162-18 108TH AVE,2017-07-24,Residential,QUEENS,11433,40.696282,-73.791905,South Jamaica
1596,249 THOMAS S.BOYLAND    STREET,2017-07-31,Residential,BROOKLYN,11233,40.675797,-73.913754,Ocean Hill
1603,1517 WALTON AVENUE,2017-12-12,Residential,BRONX,10452,40.841991,-73.914218,West Concourse
1604,707 E. 242 ST.,2017-08-21,Residential,BRONX,10470,40.905645,-73.849026,Woodlawn-Wakefield
1606,49 TAPSCOTT STREET,2017-09-18,Residential,BROOKLYN,11212,40.666609,-73.920687,Brownsville
1611,491 EAST 162ND ST.,2017-10-05,Residential,BRONX,10451,40.823728,-73.910152,Morrisania-Melrose
1625,153-13 110TH RD. A/K/A 15313 110TH RD.,2017-07-24,Residential,QUEENS,11433,40.689642,-73.795264,South Jamaica
1631,72 MAUJER STREET,2017-09-07,Residential,BROOKLYN,11206,40.710516,-73.947767,East Williamsburg
1637,29 EAST 2ND STREET,2017-10-17,Residential,MANHATTAN,10003,40.725171,-73.990944,East Village
1643,195 LEGION STREET,2017-07-28,Residential,BROOKLYN,11212,40.663947,-73.917068,Brownsville
1645,1233 BOSTON ROAD,2017-08-10,Residential,BRONX,10456,40.830116,-73.901637,Morrisania-Melrose
1653,235 EAST 203RD ST - APT 2,2017-12-12,Residential,BRONX,10458,40.873684,-73.885399,Bedford Park-Fordham North
1666,516 BAINBRIDGE STREE T,2017-09-05,Residential,BROOKLYN,11233,40.682671,-73.916157,Ocean Hill
1672,595 EAST 170TH  STREET,2017-10-19,Residential,BRONX,10456,40.834386,-73.9009,Morrisania-Melrose
1680,496 EAST 138TH STREET,2017-11-29,Residential,BRONX,10454,40.807747,-73.919692,Mott Haven-Port Morris
1690,53 HAMILTON TERRACE,2017-08-10,Residential,MANHATTAN,10031,40.822979,-73.946352,Hamilton Heights
1697,129 TAPSCOTT STREET,2017-10-10,Residential,BROOKLYN,11212,40.664608,-73.92017,Brownsville
1715,1248 ST.MARKS AVENUE,2017-10-05,Residential,BROOKLYN,11213,40.674023,-73.928472,Crown Heights North
1726,1 HAVEN PLAZA,2017-10-24,Residential,MANHATTAN,10009,40.727016,-73.97644,Lower East Side
1728,1807 ARCHER STREET,2017-10-10,Residential,BRONX,10460,40.837544,-73.866929,West Farms-Bronx River
1735,730 EAST 217TH ST,2017-11-29,Residential,BRONX,10467,40.881811,-73.862493,Williamsbridge-Olinville
1745,1348 SHERIDAN AVENUE,2017-10-16,Residential,BRONX,10456,40.837385,-73.913483,East Concourse-Concourse Village
1754,677 W. 204TH ST.,2017-10-12,Residential,MANHATTAN,10034,40.867526,-73.92343,Marble Hill-Inwood
1761,1671 LINCOLN PLACE,2017-10-11,Residential,BROOKLYN,11233,40.669223,-73.921408,Ocean Hill
1762,1463A HICKS STREET,2017-08-28,Residential,BRONX,10469,40.87889,-73.848928,Eastchester-Edenwald-Baychester
1769,96-02 57TH AVENUE,2017-08-28,Residential,QUEENS,11368,40.736848,-73.865062,Corona
1771,1768 WEEKS AVENUE,2017-08-09,Residential,BRONX,10457,40.846174,-73.907432,Mount Hope
1779,68 BUFFALO AVENUE,2017-08-03,Residential,BROOKLYN,11233,40.676603,-73.924825,Crown Heights North
1802,61 EAST 54TH STREET,2017-08-16,Residential,BROOKLYN,11203,40.657682,-73.927099,Rugby-Remsen Village
1812,86-50 208TH STREET,2017-11-20,Residential,QUEENS,11427,40.724222,-73.761628,Jamaica Estates-Holliswood
