,Eviction Address,Executed Date,Residential/Commercial,BOROUGH,Eviction Postcode,Latitude,Longitude,NTAName
349,186 THROOP AVENUE,2018-12-19,Residential,BROOKLYN,11206,40.698633,-73.944043,Bedford
354,434 WEST 19TH STREET,2018-11-05,Residential,MANHATTAN,10011,40.744618,-74.004526,Hudson Yards-Chelsea-Flatiron-Union Square
366,239 EAST 176TH STREET,2018-11-08,Residential,BRONX,10457,40.84746,-73.905175,Mount Hope
370,58-12 QUEENS BLVD,2018-09-06,Residential,QUEENS,11377,40.741828,-73.907281,Woodside
378,177 EAST 75TH STREET - APT 11A,2018-11-02,Residential,MANHATTAN,10021,40.771974,-73.959817,Upper East Side-Carnegie Hill
389,333 BEACH 67TH STREE T,2018-08-13,Residential,QUEENS,11692,40.591784,-73.796054,Hammels-Arverne-Edgemere
390,3150 BROADWAY,2018-07-19,Residential,MANHATTAN,10027,40.814239,-73.959336,Morningside Heights
392,96-02 57TH AVENUE,2018-11-14,Residential,QUEENS,11368,40.736848,-73.865062,Corona
396,402 85TH STREET,2018-09-12,Residential,BROOKLYN,11209,40.623332,-74.027655,Bay Ridge
398,97-40 62ND DRIVE,2018-11-26,Residential,QUEENS,11374,40.732805,-73.860517,Rego Park
403,4005 8TH AVENUE,2018-08-22,Residential,BROOKLYN,11223,40.646614,-73.997978,Sunset Park East
407,209-50 111TH AVENUE,2018-09-07,Residential,QUEENS,11429,40.706514,-73.746849,Queens Village
409,5612 FARRAGUT ROAD,2018-07-27,Residential,BROOKLYN,11234,40.63583,-73.922316,Flatlands
410,1272 EAST 36TH ST,2018-10-24,Residential,BROOKLYN,11234,40.620964,-73.939966,Flatlands
430,218 WEST 112 STREET,2018-11-19,Residential,MANHATTAN,10026,40.800997,-73.955216,Central Harlem South
431,1072 INTERVALE AVE,2018-07-06,Residential,BRONX,10459,40.825171,-73.896835,Longwood
432,178-33 119TH ROAD,2018-08-06,Residential,QUEENS,11434,40.68708,-73.765756,St. Albans
437,1238 EAST 87TH ST,2018-11-19,Residential,BROOKLYN,11236,40.633202,-73.901934,Canarsie
449,427 WEST 51ST STREET,2018-10-12,Residential,MANHATTAN,10019,40.764523,-73.989441,Clinton
480,1131-1133 OGDEN AVEN UE,2018-08-08,Residential,BRONX,10452,40.836286,-73.927496,Highbridge
483,483-485 COURTLANDT A VENUE,2018-08-07,Residential,BRONX,10451,40.815073,-73.920228,Melrose South-Mott Haven North
485,34-70 112TH STREET,2018-09-05,Residential,QUEENS,11368,40.755252,-73.856243,North Corona
495,1415 5TH AVENUE,2018-07-19,Commercial,MANHATTAN,10029,40.800494,-73.946573,East Harlem North
504,2052 7TH AVENUE - APT 5A,2018-11-19,Residential,MANHATTAN,10027,40.807382,-73.9495,Central Harlem South
507,115-15 143RD STREET,2018-10-01,Residential,QUEENS,11436,40.682165,-73.799693,Baisley Park
536,75-10 GRAND CENTRAL PARKWAY WEST,2018-09-12,Residential,QUEENS,11375,40.719319,-73.834906,Forest Hills
547,1770 MAHAN AVENUE,2018-07-17,Residential,BRONX,10461,40.847383,-73.829286,Pelham Bay-Country Club-City Island
552,1405 WALTON AVENUE,2018-07-24,Residential,BRONX,10452,40.839783,-73.915793,West Concourse
555,561 WEST 141ST STREE T,2018-07-16,Residential,MANHATTAN,10031,40.823514,-73.951403,Hamilton Heights
565,2427 E. TREMONT AVE,2018-10-04,Residential,BRONX,10461,40.842577,-73.852469,Van Nest-Morris Park-Westchester Square
572,119-29 165TH STREET,2018-11-14,Residential,QUEENS,11434,40.682579,-73.779952,Baisley Park
574,41-23 MURRAY STREET,2018-08-10,Residential,QUEENS,11355,40.762564,-73.81249,Murray Hill
579,1501 VOORHIES AVENUE,2018-12-03,Residential,BROOKLYN,11235,40.585744,-73.953747,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
586,520 EAST 142ND STREE T,2018-11-08,Residential,BRONX,10454,40.810127,-73.916947,Mott Haven-Port Morris
587,114-12 INWOOD STREET,2018-12-14,Residential,QUEENS,11436,40.684696,-73.797915,Baisley Park
594,340 85TH STREET,2018-08-22,Residential,BROOKLYN,11209,40.624039,-74.029525,Bay Ridge
603,4014 DEREIMER AVENUE,2018-08-20,Residential,BRONX,10466,40.891144,-73.842032,Woodlawn-Wakefield
605,822 CLARKSON AVENUE,2018-08-03,Commercial,BROOKLYN,11203,40.656578,-73.931244,Rugby-Remsen Village
607,50 SHORE BLVD.,2018-12-18,Residential,BROOKLYN,11235,40.582266,-73.954005,Brighton Beach
622,838 EAST 230TH STREET,2018-08-03,Residential,BRONX,10466,40.890027,-73.854429,Williamsbridge-Olinville
623,273 EAST 164TH STREET,2018-09-13,Residential,BRONX,10456,40.828333,-73.916736,East Concourse-Concourse Village
629,165 WEST 82ND STREET,2018-12-18,Residential,MANHATTAN,10024,40.784634,-73.975781,Upper West Side
653,343 EAST 195TH ST,2018-08-15,Residential,BRONX,10458,40.865174,-73.889835,Bedford Park-Fordham North
667,2010 POWELL AVENUE,2018-07-18,Residential,BRONX,10472,40.83048,-73.856225,Westchester-Unionport
702,2314 VALENTINE AVENUE,2018-09-13,Residential,BRONX,10458,40.857263,-73.897971,Fordham South
710,43-27 FORLEY STREET,2018-09-26,Residential,QUEENS,11373,40.744351,-73.873311,Elmhurst
723,1550 UNIONPORT RD,2018-08-08,Residential,BRONX,10462,40.837259,-73.857988,Parkchester
732,240 LOTT AVENUE,2018-07-23,Residential,BROOKLYN,11212,40.658396,-73.904629,Brownsville
733,100 WEST 15TH STREET,2018-08-17,Residential,MANHATTAN,10011,40.738184,-73.996698,Hudson Yards-Chelsea-Flatiron-Union Square
736,2120 NEWBOLD AVENUE,2018-07-06,Residential,BRONX,10462,40.833073,-73.853502,Westchester-Unionport
738,122-20 OCEAN PROMENADE,2018-08-23,Residential,QUEENS,11694,40.575812,-73.841172,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
749,136-30 SANFORD AVE,2018-08-15,Residential,QUEENS,11355,40.756738,-73.828522,Flushing
752,7 ST. JAMES PLACE,2018-10-10,Residential,MANHATTAN,10038,40.711143,-74.000335,Chinatown
754,1170 EAST 43RD STREET,2018-08-16,Residential,BROOKLYN,11210,40.626506,-73.934492,Flatlands
768,1685 MORRIS AVENUE,2018-08-30,Residential,BRONX,10457,40.844016,-73.909456,Mount Hope
779,925 EAST 174TH ST A/K/A 919-929 EAST 174TH STREET,2018-08-06,Commercial,BRONX,10460,40.837269,-73.887424,Crotona Park East
781,3900 NEPTUNE AVENUE,2018-11-14,Residential,BROOKLYN,11224,40.576355,-74.00801,Seagate-Coney Island
784,1225 EAST 72ND ST,2018-10-17,Residential,BROOKLYN,11234,40.625948,-73.913556,Georgetown-Marine Park-Bergen Beach-Mill Basin
797,460 CYRUS PLACE,2018-12-18,Commercial,BRONX,10458,40.858446,-73.891285,Claremont-Bathgate
807,2100 WESTBURY COURT,2018-11-19,Residential,BROOKLYN,11225,40.656672,-73.960712,Prospect Lefferts Gardens-Wingate
814,4646 PARK AVENUE,2018-08-13,Residential,BRONX,10458,40.857527,-73.892649,Claremont-Bathgate
829,348 EAST 51ST STREET,2018-09-26,Residential,BROOKLYN,11203,40.653199,-73.929536,Rugby-Remsen Village
836,4233 BAYCHESTER AVENUE,2018-09-18,Residential,BRONX,10466,40.895904,-73.844816,Woodlawn-Wakefield
844,181 PROSPECT PARK WEST,2018-10-29,Residential,BROOKLYN,11215,40.661974,-73.979055,Park Slope-Gowanus
847,2265 FIFTH AVENUE,2018-12-18,Residential,MANHATTAN,10037,40.814336,-73.936454,East Harlem North
848,130 POST AVENUE,2018-08-09,Residential,MANHATTAN,10034,40.864639,-73.919847,Marble Hill-Inwood
853,1507 ST. JOHNS PLACE,2018-11-26,Residential,BROOKLYN,11213,40.670413,-73.927705,Crown Heights North
856,70 BRUCKNER BLVD.,2018-10-23,Residential,BRONX,10454,40.806321,-73.926264,Mott Haven-Port Morris
879,94-40 210TH STREET,2018-09-24,Residential,QUEENS,11428,40.715312,-73.750769,Queens Village
890,2300 SEDGWICK AVENUE,2018-09-26,Residential,BRONX,10468,40.862101,-73.909236,Kingsbridge Heights
892,1915 BILLINGSLEY TERRACE,2018-07-05,Residential,BRONX,10453,40.853927,-73.916043,University Heights-Morris Heights
909,1182 EAST 84TH STREE,2018-10-23,Residential,BROOKLYN,11236,40.632897,-73.905379,Canarsie
910,10-80 WYCKOFF AVENUE,2018-12-14,Commercial,QUEENS,11385,40.694625,-73.902417,Ridgewood
911,20-20 23RD STREET,2018-07-27,Residential,QUEENS,11105,40.782824,-73.912056,Steinway
916,81-17 102ND ROAD,2018-09-20,Residential,QUEENS,11416,40.679824,-73.856391,Woodhaven
918,2300 FIFTH AVENUE,2018-08-23,Residential,MANHATTAN,10037,40.81551,-73.935632,Central Harlem North-Polo Grounds
919,1814 RADCLIFF AVE,2018-12-13,Residential,BRONX,10462,40.848223,-73.857459,Van Nest-Morris Park-Westchester Square
929,766 EAST 230TH ST,2018-11-13,Residential,BRONX,10466,40.89076,-73.856731,Williamsbridge-Olinville
931,106-19 50TH AVENUE,2018-07-03,Residential,QUEENS,11368,40.744192,-73.857014,Corona
953,1164 BROOKLYN AVENUE,2018-08-10,Residential,BROOKLYN,11203,40.645082,-73.943166,East Flatbush-Farragut
982,675 MORRIS AVENUE,2018-09-06,Residential,BRONX,10451,40.820467,-73.921371,Melrose South-Mott Haven North
988,1729 67TH STREET,2018-07-25,Residential,BROOKLYN,11204,40.618696,-73.993044,Bensonhurst West
990,636 EAST 224 STREET,2018-10-17,Residential,BRONX,10466,40.887729,-73.86285,Williamsbridge-Olinville
991,683 EAST 231ST STREE T,2018-08-30,Residential,BRONX,10466,40.892319,-73.858956,Williamsbridge-Olinville
995,2818 BRONX PARK EAST,2018-07-17,Residential,BRONX,10467,40.867001,-73.870453,Bronxdale
997,1134 STRATFORD AVE,2018-08-06,Residential,BRONX,10472,40.827711,-73.87514,Soundview-Bruckner
1000,1964 FIRST AVENUE,2018-12-17,Residential,MANHATTAN,10029,40.786327,-73.942442,East Harlem South
1001,2425 NOSTRAND AVENUE,2018-12-17,Residential,BROOKLYN,11210,40.625562,-73.946634,Flatlands
1003,100 DE KRUIF PLACE,2018-09-12,Residential,BRONX,10475,40.875769,-73.828899,Co-op City
1008,175 SARATOGA AVENUE,2018-07-19,Residential,BROOKLYN,11233,40.680564,-73.916715,Ocean Hill
1013,742 HENDRIX STREET,2018-07-16,Residential,BROOKLYN,11207,40.663282,-73.886607,East New York (Pennsylvania Ave)
1027,1777 OCEAN PARKWAY,2018-07-20,Residential,BROOKLYN,11223,40.605256,-73.966871,Homecrest
1040,628 WEST 151 STREET,2018-09-13,Residential,MANHATTAN,10031,40.8305,-73.948374,Hamilton Heights
1042,320 THIERIOT AVENUE,2018-11-19,Residential,BRONX,10473,40.812317,-73.85988,Soundview-Castle Hill-Clason Point-Harding Park
1045,704 BROOK AVE,2018-10-02,Residential,BRONX,10455,40.819195,-73.912499,Melrose South-Mott Haven North
1052,637 BUSHWICK AVENUE,2018-07-11,Residential,BROOKLYN,11206,40.697935,-73.933373,Bushwick South
1053,64-20 SAUNDERS ST,2018-09-11,Residential,QUEENS,11374,40.728411,-73.860436,Rego Park
1062,617 E FORDHAM RD,2018-10-11,Residential,BRONX,10458,40.85828,-73.884623,Belmont
1070,2105 BLACKROCK AVENUE,2018-08-02,Residential,BRONX,10472,40.828722,-73.852883,Westchester-Unionport
1077,1323 LOUIS NINE BLVD,2018-10-16,Residential,BRONX,10459,40.831282,-73.892258,Crotona Park East
1081,395 HERZL STREET,2018-12-17,Residential,BROOKLYN,11212,40.659978,-73.913115,Brownsville
1092,800 ST. ANN'S AVENUE,2018-09-06,Residential,BRONX,10456,40.820818,-73.91004,Melrose South-Mott Haven North
1095,1481 WASHINGTON AVENUE,2018-07-27,Residential,BRONX,10456,40.837259,-73.903567,Claremont-Bathgate
1098,1170 WALTON AVENUE,2018-09-27,Residential,BRONX,10452,40.834074,-73.920043,West Concourse
1101,3569 DEKALB AVENUE,2018-11-02,Residential,BRONX,10467,40.884184,-73.878979,Norwood
1111,957 WOODYCREST AVENU E,2018-07-18,Residential,BRONX,10452,40.831527,-73.928863,Highbridge
1122,4395 BROADWAY,2018-12-18,Residential,MANHATTAN,10040,40.854781,-73.933509,Washington Heights North
1127,1254 SHERMAN AVENUE,2018-12-05,Residential,BRONX,10456,40.83496,-73.915192,East Concourse-Concourse Village
1129,2102-2134 UTICA AVENUE - STORES #3-5,2018-12-03,Commercial,BROOKLYN,11234,40.620422,-73.927046,Flatlands
1136,3465 BOSTON ROAD,2018-11-08,Commercial,BRONX,10469,40.876545,-73.847906,Eastchester-Edenwald-Baychester
1137,66-19 49TH AVENUE,2018-09-25,Residential,QUEENS,11377,40.737706,-73.898594,Elmhurst-Maspeth
1138,2151 MORRIS AVE,2018-10-15,Residential,BRONX,10453,40.855062,-73.903906,Fordham South
1142,149-49 128 STREET,2018-07-05,Residential,QUEENS,11420,40.665809,-73.812676,South Ozone Park
1156,2175 FIRST AVENUE,2018-10-15,Residential,MANHATTAN,10029,40.793655,-73.937138,East Harlem North
1159,13 WEBERS COURT,2018-10-22,Residential,BROOKLYN,11235,40.583744,-73.939009,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1190,1620 OCEAN AVENUE,2018-08-08,Residential,BROOKLYN,11230,40.622445,-73.955782,Midwood
1200,1368 NEW YORK AVENUE,2018-11-05,Residential,BROOKLYN,11210,40.639596,-73.945473,East Flatbush-Farragut
1202,73 EAST 128TH STREET,2018-09-28,Residential,MANHATTAN,10035,40.807311,-73.938411,Central Harlem North-Polo Grounds
1206,6425 BROADWAY,2018-11-15,Residential,BRONX,10471,40.903428,-73.896381,North Riverdale-Fieldston-Riverdale
1210,509 ILYSSA WAY,2018-12-13,Residential,STATEN ISLAND,10312,40.560942,-74.186785,Arden Heights
1212,710 HUNTS POINT AVEN UE,2018-11-01,Residential,BRONX,10474,40.815003,-73.886294,Hunts Point
1214,2250 WEBSTER AVENUE - APT 3B,2018-08-08,Residential,BRONX,10457,40.855423,-73.896105,Fordham South
1249,2160 BOLTON STREET,2018-12-07,Residential,BRONX,10462,40.855246,-73.868664,Pelham Parkway
1251,6301 23RD AVENUE,2018-12-03,Residential,BROOKLYN,11204,40.61357,-73.978072,Bensonhurst East
1259,924 HENDRIX PLACE,2018-07-27,Residential,BROOKLYN,11207,40.658302,-73.882849,East New York
1264,590 WEST 204TH ST AKA 179 SHERMAN AVE,2018-07-31,Commercial,MANHATTAN,10034,40.864838,-73.921727,Marble Hill-Inwood
1265,1321 LAFAYETTE AVENUE,2018-09-25,Residential,BRONX,10474,40.816973,-73.885933,Hunts Point
1267,173-29 VASWANI AVENUE,2018-09-13,Residential,QUEENS,11434,40.682282,-73.769746,St. Albans
1269,685 EAST 94TH STREET,2018-09-07,Residential,BROOKLYN,11236,40.651656,-73.91367,Rugby-Remsen Village
1271,45 RUTGERS STREET,2018-09-12,Residential,MANHATTAN,10002,40.712076,-73.989864,Lower East Side
1272,144-45 35TH AVENUE,2018-12-03,Residential,QUEENS,11354,40.765965,-73.822621,Murray Hill
1283,10924 175TH STREET,2018-07-19,Residential,QUEENS,11433,40.698636,-73.779877,South Jamaica
1289,928 TAYLOR AVENUE,2018-08-28,Residential,BRONX,10473,40.824313,-73.863671,Soundview-Castle Hill-Clason Point-Harding Park
1292,2374 AMSTERDAM AVE,2018-07-19,Residential,MANHATTAN,10033,40.845937,-73.932495,Washington Heights South
1303,726 WILLOUGHBY AVE,2018-07-18,Residential,BROOKLYN,11206,40.694955,-73.939705,Stuyvesant Heights
1304,2471 DAVIDSON AVENUE,2018-12-17,Residential,BRONX,10468,40.863393,-73.901794,Kingsbridge Heights
1306,72 RIDGEWOOD AVENUE,2018-12-03,Residential,BROOKLYN,11207,40.682561,-73.886437,Cypress Hills-City Line
1307,3034 GRAND CONCOURSE,2018-08-03,Residential,BRONX,10458,40.873779,-73.886899,Bedford Park-Fordham North
1311,1639 EAST 55TH ST,2018-09-20,Residential,BROOKLYN,11234,40.616493,-73.921769,Flatlands
1312,1500 NOBLE AVENUE,2018-11-29,Residential,BRONX,10460,40.837247,-73.871497,West Farms-Bronx River
1329,34-26 108 STREET,2018-11-14,Residential,QUEENS,11368,40.755977,-73.86067,North Corona
1355,41-25 CASE STREET,2018-08-22,Residential,QUEENS,11373,40.746893,-73.873588,Elmhurst
1357,237 EAST 163RD STREET,2018-09-24,Residential,BRONX,10451,40.82767,-73.918826,East Concourse-Concourse Village
1359,762 RIVERSIDE DRIVE,2018-10-16,Residential,MANHATTAN,10031,40.832268,-73.949464,Hamilton Heights
1370,250 BEDFORD PARK BOULEVARD,2018-07-19,Residential,BRONX,10458,40.870949,-73.886452,Bedford Park-Fordham North
1375,173-29 VASWANI AVENUE,2018-09-13,Residential,QUEENS,11434,40.682282,-73.769746,St. Albans
1376,40-22 81ST STREET,2018-09-06,Residential,QUEENS,11373,40.747028,-73.884775,Elmhurst
1391,1928 PROSPECT AVE,2018-07-10,Residential,BRONX,10457,40.843653,-73.889639,East Tremont
1394,132 BEACH 59TH ST,2018-10-29,Residential,QUEENS,11692,40.590318,-73.788721,Hammels-Arverne-Edgemere
1413,145-37 232ND STREET,2018-08-10,Residential,QUEENS,11413,40.659509,-73.747799,Springfield Gardens South-Brookville
1421,1240 MORRISON AVENUE,2018-08-29,Residential,BRONX,10472,40.830664,-73.874874,West Farms-Bronx River
1422,100 WEST 174TH STREET,2018-07-03,Residential,BRONX,10453,40.847061,-73.917743,University Heights-Morris Heights
1425,260 PARKHILL AVE.,2018-09-04,Residential,STATEN ISLAND,10304,40.612677,-74.083078,Grymes Hill-Clifton-Fox Hills
1445,3990 BRONX BLVD,2018-10-03,Residential,BRONX,10466,40.889347,-73.864004,Williamsbridge-Olinville
1452,245 EAST 63RD STREET,2018-09-27,Residential,MANHATTAN,10065,40.763625,-73.96371,Lenox Hill-Roosevelt Island
1465,175-21 88TH AVENUE,2018-08-23,Residential,QUEENS,11432,40.711094,-73.787032,Jamaica
1469,4801 8TH AVENUE,2018-10-09,Residential,BROOKLYN,11220,40.642148,-74.002623,Sunset Park East
1470,37-31 32ND STREET,2018-07-17,Residential,QUEENS,11101,40.754119,-73.930635,Queensbridge-Ravenswood-Long Island City
1475,2760 DECATUR AVENUE,2018-07-13,Residential,BRONX,10458,40.86613,-73.887324,Bedford Park-Fordham North
1483,812 EAST 226TH STREE T,2018-08-07,Residential,BRONX,10466,40.887372,-73.856522,Williamsbridge-Olinville
1495,761 EAST 214TH STREET,2018-08-22,Residential,BRONX,10467,40.879247,-73.862687,Williamsbridge-Olinville
1509,457 WEST 125TH STREE T,2018-09-12,Residential,MANHATTAN,10027,40.812805,-73.95575,Morningside Heights
1528,711B SEAGIRT AVE,2018-08-06,Residential,QUEENS,11691,40.595996,-73.742187,Far Rockaway-Bayswater
1545,633 EAST 16TH ST,2018-11-14,Residential,BROOKLYN,11226,40.634857,-73.962259,Flatbush
1549,1269 SHERIDAN AVE.,2018-09-13,Residential,BRONX,10456,40.835674,-73.915144,East Concourse-Concourse Village
1551,41-14 10TH STREET,2018-10-31,Residential,QUEENS,11101,40.755477,-73.945837,Queensbridge-Ravenswood-Long Island City
1553,930 EAST 4TH WALK,2018-07-23,Residential,MANHATTAN,10009,40.720695,-73.976526,Lower East Side
1567,20 BEEKMAN PLACE  UNIT 06E,2018-09-18,Residential,MANHATTAN,10022,40.75341,-73.964751,Turtle Bay-East Midtown
1569,1140-1150 ANDERSON A VENUE,2018-08-28,Residential,BRONX,10452,40.835606,-73.924605,Highbridge
1570,221-01 92ND AVENUE,2018-11-19,Residential,QUEENS,11428,40.725581,-73.737551,Queens Village
1581,150 WEST 140 STREET,2018-10-29,Residential,MANHATTAN,10030,40.817934,-73.940124,Central Harlem North-Polo Grounds
1583,218 BROAD ST.,2018-09-28,Residential,STATEN ISLAND,10304,40.623888,-74.081802,Stapleton-Rosebank
1586,630 OCEAN AVENUE,2018-09-14,Residential,BROOKLYN,11226,40.647565,-73.960544,Flatbush
1613,454 CLASSON AVENUE,2018-08-09,Residential,BROOKLYN,11238,40.684372,-73.95912,Clinton Hill
1620,107-10 SHOREFRONT PARKWAY,2018-09-18,Residential,QUEENS,11694,40.580259,-73.828295,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
1627,2314 VALENTINE AVENUE,2018-07-12,Residential,BRONX,10458,40.857263,-73.897971,Fordham South
1628,2839 HEATH AVENUE,2018-09-10,Residential,BRONX,10463,40.873676,-73.904002,Van Cortlandt Village
1632,905 WHITE PLAINS RD,2018-12-07,Commercial,BRONX,10473,40.824459,-73.858912,Soundview-Castle Hill-Clason Point-Harding Park
1635,2065 HAVILAND AVENUE,2018-12-18,Residential,BRONX,10472,40.829992,-73.85447,Westchester-Unionport
1639,70R EAST 167TH STREET,2018-10-19,Commercial,BRONX,10452,40.83529,-73.920027,West Concourse
1640,107-29 172ND STREET,2018-09-06,Residential,QUEENS,11433,40.699931,-73.783865,South Jamaica
1657,120-07 85TH AVENUE,2018-08-20,Residential,QUEENS,11415,40.703068,-73.831095,Kew Gardens
1669,534 EAST 138TH STREE T,2018-12-18,Residential,BRONX,10454,40.807106,-73.9182,Mott Haven-Port Morris
1677,3300 PALMER AVENUE,2018-12-14,Residential,BRONX,10475,40.878305,-73.834946,Co-op City
1695,ONE COLUMBUS PLACE AKA 400-424 WEST 59TH STREET,2018-09-28,Residential,MANHATTAN,10019,40.768916,-73.985,Lincoln Square
1702,4107 RICHMOND AVENUE,2018-10-22,Residential,STATEN ISLAND,10312,40.538681,-74.159866,Great Kills
1703,2323 BATCHELDER ST,2018-09-21,Residential,BROOKLYN,11229,40.595626,-73.938059,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1708,94 BRANDT PLACE,2018-12-13,Residential,BRONX,10453,40.848096,-73.918161,University Heights-Morris Heights
1747,87-24 MIDLAND PARKWAY,2018-09-05,Residential,QUEENS,11432,40.713702,-73.782674,Jamaica Estates-Holliswood
1748,350 SNEDIKER AVENUE,2018-08-16,Residential,BROOKLYN,11207,40.666445,-73.900256,East New York (Pennsylvania Ave)
1751,450 SHEPHERD AVENUE,2018-08-23,Residential,BROOKLYN,11208,40.67347,-73.880652,East New York
